key,month,RequestorODS,"attachment_size_mb"
"2019-08-05T12:55:41-567164341105",08,E85124,"86.56120300292969"
"2019-08-05T11:16:53-567358408107",08,E85124,"53.32596969604492"
"2019-08-08T15:07:17-086009304014",08,E85693,"50.07401657104492"
"2019-08-06T17:03:26-115993694013",08,C88079,"69.0679702758789"
"2019-08-07T09:37:35-564074629108",08,D83019,"79.5324821472168"
"2019-08-07T15:37:12-854118770031",08,D83011,"59.64936447143555"
"2019-08-07T13:58:12-458291415032",08,D83051,"69.59092330932617"
"2019-08-07T13:54:47-566736845108",08,E81018,"69.23203659057617"
"2019-08-07T13:48:44-566736845108",08,E81018,"79.5324821472168"
"2019-08-07T13:38:32-566736845108",08,E81018,"99.41559982299805"
"2019-08-05T16:03:55-079113111037",08,E85114,"55.91482162475586"
"2019-08-06T07:50:57-889871356040",08,E85055,"69.59092330932617"
"2019-08-06T09:50:21-351540379044",08,E85014,"89.47332763671875"
"2019-07-18T08:30:40-562545853100",07,B81642,"97.94129180908203"
"2019-07-17T16:34:19-556382659108",07,B81048,"144.47001266479492"
"2019-07-16T16:11:11-769289198046",07,A83618,"65.23041915893555"
"2019-07-16T16:24:48-458522473032",07,B81032,"139.38691329956055"
"2019-08-08T08:41:30-563537845103",08,A81051,"74.6869010925293"
"2019-07-29T08:53:02-174706882035",07,F81025,"71.44784545898438"
"2019-07-30T12:10:01-405047138046",07,B83014,"90.44340515136719"
"2019-07-30T10:16:33-566390881107",07,Y00999,"72.9320297241211"
"2019-08-02T16:33:13-564366621100",08,J82177,"51.21186447143555"
"2019-07-29T17:16:42-559819524107",07,F86082,"55.11494064331055"
"2019-07-29T15:44:21-603047944047",07,F86082,"65.4690055847168"
"2019-07-31T12:26:53-562031480108",07,B83009,"99.41559982299805"
"2019-08-06T12:08:03-566803285103",08,L82006,"74.69285202026367"
"2019-08-06T16:12:27-560868138105",08,L83036,"107.7545166015625"
"2019-08-08T14:22:54-563222199102",08,L83057,"110.84940338134766"
"2019-08-06T10:56:17-274338586010",08,L82046,"116.83232116699219"
"2019-08-06T10:53:03-274338586010",08,L82046,"90.00138473510742"
"2019-08-05T14:22:12-773728952039",08,H82032,"79.5324821472168"
"2019-08-05T14:18:21-773728952039",08,H82032,"79.5324821472168"
"2019-08-09T12:17:48-556292827100",08,K83052,"69.62754440307617"
"2019-08-06T15:58:48-352730599037",08,F81156,"69.38584518432617"
"2019-08-07T15:18:57-980219126045",08,J83035,"60.46072769165039"
"2019-08-05T14:49:45-472949926043",08,J83027,"59.85444259643555"
"2019-08-09T12:49:29-673768880043",08,F86013,"54.257076263427734"
"2019-08-07T12:35:46-555672417100",08,F81095,"59.64936447143555"
"2019-08-08T19:19:56-557780993109",08,G81035,"53.36579513549805"
"2019-08-07T09:17:35-769972522049",08,F81026,"69.59092330932617"
"2019-08-06T09:21:28-557273696103",08,J83011,"60.0406608581543"
"2019-08-03T09:06:17-356163884048",08,L81064,"60.46072769165039"
"2019-08-06T12:48:05-561782772102",08,J81019,"69.59092330932617"
"2019-06-18T09:07:39-765784827030",06,D82080,"58.15292739868164"
"2019-06-19T09:31:22-073219494041",06,B86032,"89.47404098510742"
"2019-06-21T15:21:07-176759401043",06,C86001,"59.64936447143555"
"2019-06-18T10:30:45-501334536049",06,E85657,"99.41559982299805"
"2019-06-21T16:05:20-417833510031",06,D83030,"160.5284767150879"
"2019-06-17T17:12:57-555708688106",06,E81077,"69.59092330932617"
"2019-06-19T09:31:43-702570536046",06,B86033,"53.49583435058594"
"2019-06-20T12:13:37-832134835012",06,E82093,"69.59092330932617"
"2019-06-20T16:06:26-564348112106",06,G81040,"99.41559982299805"
"2019-06-21T13:54:27-627704885565",06,D82051,"129.98614501953125"
"2019-06-21T10:40:42-651027283043",06,E87740,"60.69672775268555"
"2019-06-19T16:48:40-563725041100",06,G81083,"61.40704345703125"
"2019-06-19T11:48:22-565594595102",06,E85124,"59.64936447143555"
"2019-06-19T11:16:24-565497292100",06,E85124,"99.41559982299805"
"2019-06-17T10:04:23-556279669102",06,E82053,"82.68557739257812"
"2019-06-20T13:47:47-557963341108",06,E85013,"69.59092330932617"
"2019-06-20T15:02:55-562123047107",06,C83025,"69.5512924194336"
"2019-08-08T10:23:42-224498463047",08,A81013,"59.10150146484375"
"2019-06-21T11:38:45-188188428562",06,C83020,"59.78120040893555"
"2019-06-21T10:01:50-378152721049",06,C87005,"71.30763626098633"
"2019-06-20T16:17:11-560400845109",06,D82020,"67.35703659057617"
"2019-06-20T15:39:06-560400845109",06,D82020,"68.27483367919922"
"2019-06-20T07:58:45-259990024046",06,E85030,"70.09772109985352"
"2019-06-17T08:50:53-559130059102",06,D82003,"59.64936447143555"
"2019-06-19T15:59:43-565019523107",06,C84017,"53.75336837768555"
"2019-08-07T11:17:19-562475518103",08,A81023,"64.84482955932617"
"2019-08-08T15:27:38-563318349107",08,B86109,"68.16785430908203"
"2019-08-05T08:40:26-555711859109",08,B86109,"89.47404098510742"
"2019-08-06T14:53:53-306257392044",08,C84656,"59.421592712402344"
"2019-08-08T17:42:52-572976488047",08,A81032,"62.98112869262695"
"2019-06-21T10:00:01-900861158039",06,L83061,"52.66679000854492"
"2019-06-21T13:58:27-560494564107",06,M85117,"59.64936447143555"
"2019-06-20T16:36:41-560931878105",06,J81620,"64.96087265014648"
"2019-06-20T16:31:55-560931878105",06,J81620,"64.96087265014648"
"2019-06-20T16:10:53-560931878105",06,J81620,"118.73693084716797"
"2019-06-18T15:59:58-405896357036",06,M85669,"99.41559982299805"
"2019-06-18T11:27:28-405896357036",06,M85669,"59.64936447143555"
"2019-06-18T09:25:37-561837646106",06,Y01690,"76.32815933227539"
"2019-06-20T11:31:43-168550415017",06,J82024,"59.178340911865234"
"2019-06-17T09:22:24-503867039045",06,P82015,"50.66387939453125"
"2019-06-20T15:58:53-556543319109",06,P92038,"50.54276657104492"
"2019-06-21T13:40:07-559951045106",06,M85035,"64.85666275024414"
"2019-06-18T08:05:28-912458812035",06,M85063,"64.85666275024414"
"2019-06-21T10:46:16-534067643039",06,L83673,"52.220428466796875"
"2019-06-19T15:23:41-248679036033",06,M89013,"59.74717330932617"
"2019-06-19T11:51:44-901392531033",06,L81039,"50.03007125854492"
"2019-06-19T14:30:19-566264174104",06,E82074,"79.5324821472168"
"2019-06-18T08:53:39-830426220042",06,G81075,"53.49583435058594"
"2019-06-19T16:54:21-566285110102",06,E87637,"119.2987174987793"
"2019-06-18T14:21:08-927370143038",06,C88078,"99.00544357299805"
"2019-06-21T14:29:12-558696492106",06,F81114,"88.98404693603516"
"2019-06-20T12:36:12-414858749040",06,E81029,"84.01493835449219"
"2019-06-20T15:43:43-556356793107",06,G81034,"132.48222732543945"
"2019-06-20T11:44:11-946598739047",06,C84094,"59.1042594909668"
"2019-06-19T11:22:01-373838430032",06,E81007,"69.59092330932617"
"2019-06-21T08:10:27-565590699109",06,E81018,"149.12339401245117"
"2019-06-21T11:30:37-820802376567",06,D83028,"89.31938934326172"
"2019-06-21T16:09:00-565459603106",06,G81689,"59.73298263549805"
"2019-06-21T14:17:14-557425635103",06,C81110,"51.71415328979492"
"2019-06-21T09:03:53-742634166034",06,B87030,"58.98236083984375"
"2019-06-21T08:12:24-803801649036",06,H82014,"50.89432907104492"
"2019-06-19T09:32:11-436293725038",06,B87028,"60.0406608581543"
"2019-06-19T09:29:49-436293725038",06,B87028,"60.0406608581543"
"2019-06-18T11:42:16-566998311107",06,E81033,"59.14542007446289"
"2019-07-26T15:27:29-850552064568",07,C88073,"84.96105575561523"
"2019-07-23T09:57:49-559616952106",07,H82033,"59.64936447143555"
"2019-07-24T12:16:50-576340131563",07,D82005,"79.5324821472168"
"2019-07-25T15:39:29-556654180108",07,H81113,"59.34095764160156"
"2019-07-25T13:53:47-304075135034",07,E87737,"58.094444274902344"
"2019-07-25T14:04:27-651027283043",07,E87740,"60.0406608581543"
"2019-07-23T15:30:40-514409322047",07,E85109,"60.04276657104492"
"2019-07-24T09:25:14-566074853103",07,E85020,"69.59092330932617"
"2019-07-22T16:20:00-129727153048",07,E85020,"79.5324821472168"
"2019-07-22T15:03:58-565833224101",07,E85020,"60.849609375"
"2019-07-22T16:07:39-644011228041",07,L83046,"50.98954391479492"
"2019-07-26T13:52:20-561143736102",07,D82044,"60.024513244628906"
"2019-07-25T12:30:21-563985326104",07,J81074,"59.73725509643555"
"2019-07-22T10:22:22-840272540039",07,B82067,"59.90571212768555"
"2019-07-26T09:02:29-566614072105",07,C81008,"57.4189453125"
"2019-07-23T11:54:37-773510676036",07,C81073,"58.69721603393555"
"2019-07-24T12:41:16-824110593038",07,B84007,"99.5904655456543"
"2019-07-26T11:25:13-662172266048",07,B87007,"59.64936447143555"
"2019-07-26T10:53:03-878004181565",07,B87017,"92.5421142578125"
"2019-07-23T15:22:32-772287682037",07,B84623,"59.6472282409668"
"2019-07-24T09:08:05-320469366035",07,A86011,"51.431461334228516"
"2019-07-22T10:30:59-584616126564",07,B81060,"93.78764343261719"
"2019-07-26T15:15:30-239361342045",07,B86017,"119.3162841796875"
"2019-07-23T12:01:46-056297158034",07,B84004,"52.263370513916016"
"2019-07-25T10:20:17-599516794030",07,A84047,"76.69301986694336"
"2019-06-25T15:22:37-009743665045",06,B83037,"62.74750900268555"
"2019-06-27T16:45:27-406846034568",06,C82076,"73.89048385620117"
"2019-06-25T09:12:12-858262078562",06,C82076,"192.05778884887695"
"2019-06-25T11:19:59-185580592037",06,B86022,"69.69346237182617"
"2019-06-25T09:28:50-561766587104",06,A86023,"100.1483154296875"
"2019-06-25T14:27:58-644228552043",06,C81653,"91.7616081237793"
"2019-06-25T12:11:04-564207520102",06,A81049,"136.46391677856445"
"2019-06-24T13:24:51-564207520102",06,A81049,"51.21186447143555"
"2019-06-25T13:35:00-563684697104",06,A83040,"69.59092330932617"
"2019-06-28T11:27:29-177703012035",06,A83044,"59.39301681518555"
"2019-06-26T15:24:36-566796028105",06,A83033,"53.270179748535156"
"2019-06-18T14:49:47-562720080042",06,M88013,"59.5819091796875"
"2019-06-20T15:43:35-447812091034",06,J82087,"69.59092330932617"
"2019-06-20T08:29:03-564585561103",06,Y03124,"67.53251266479492"
"2019-06-20T08:26:03-564585561103",06,Y03124,"66.18544006347656"
"2019-06-18T19:20:57-557273696103",06,J83011,"60.12543869018555"
"2019-06-20T11:33:56-818870011041",06,J83003,"109.35715866088867"
"2019-06-17T14:34:46-685989892045",06,K82610,"59.64936447143555"
"2019-06-18T15:49:27-665616518049",06,M85139,"59.64936447143555"
"2019-06-17T08:20:01-485420284567",06,J81014,"120.97898483276367"
"2019-08-05T15:56:26-563166290105",08,C82093,"69.5902099609375"
"2019-08-05T15:45:12-563166290105",08,C82093,"59.64936447143555"
"2019-08-05T15:35:46-563166290105",08,C82093,"59.87496566772461"
"2019-08-07T09:23:06-934320762032",08,C84683,"79.9759521484375"
"2019-08-06T12:19:29-779730288015",08,C84683,"54.950313568115234"
"2019-08-06T11:29:06-565092215107",08,C83013,"50.03388595581055"
"2019-08-07T11:25:57-996452805038",08,C84046,"58.43450927734375"
"2019-08-05T12:03:18-560704869103",08,A83025,"51.147422790527344"
"2019-08-06T10:37:58-457722950039",08,C86013,"56.59367752075195"
"2019-08-09T16:09:50-558868337102",08,C84658,"71.1607894897461"
"2019-08-08T11:11:51-499556516049",08,C82639,"58.094444274902344"
"2019-08-08T10:54:39-499556516049",08,C82639,"90.06098556518555"
"2019-08-06T12:36:40-748408255044",08,A83023,"89.47404098510742"
"2019-08-05T10:24:43-558197421101",08,C83007,"75.91571044921875"
"2019-08-07T08:28:04-563943210106",08,B84012,"79.5324821472168"
"2019-08-07T15:33:29-555758655102",08,B82091,"66.39364624023438"
"2019-08-09T17:52:30-175812138014",08,A87005,"82.98544311523438"
"2019-08-08T14:20:47-186311170564",08,B85042,"76.42261505126953"
"2019-08-07T11:48:13-586209546041",08,A87023,"50.53949737548828"
"2019-08-07T11:44:30-586209546041",08,A87023,"50.53949737548828"
"2019-08-07T11:41:01-586209546041",08,A87023,"64.52849578857422"
"2019-08-06T16:59:30-163467154031",08,B82100,"71.11436080932617"
"2019-08-05T13:52:42-547314059031",08,B84613,"79.5324821472168"
"2019-08-07T15:34:31-563943572104",08,A87017,"74.06434631347656"
"2019-08-06T11:09:47-562026013102",08,A86012,"73.68023681640625"
"2019-08-06T10:17:38-540640305566",08,C83023,"60.09614181518555"
"2019-08-07T11:12:52-496145614046",08,C84078,"66.62171936035156"
"2019-08-06T16:09:16-724171095032",08,C81101,"51.92146682739258"
"2019-08-09T13:04:15-136710513039",08,C88026,"119.2987174987793"
"2019-08-09T11:35:32-560949375105",08,A83066,"68.2824821472168"
"2019-08-07T13:10:24-565853298102",08,B84004,"147.83907318115234"
"2019-08-06T09:44:52-589853936013",08,C82028,"79.5324821472168"
"2019-08-06T11:31:32-564003068101",08,A84007,"59.71308898925781"
"2019-08-07T11:34:34-461105390045",08,B81032,"61.133602142333984"
"2019-08-07T15:20:46-562544643102",08,B82054,"69.54396438598633"
"2019-08-07T15:06:20-562544643102",08,B82054,"69.40265655517578"
"2019-08-08T08:51:46-974646328035",08,B81040,"99.41559982299805"
"2019-08-07T13:36:43-567259559100",08,B86643,"69.59092330932617"
"2019-08-08T16:03:03-981741531041",08,A83050,"79.5324821472168"
"2019-08-09T12:52:33-787644830566",08,B81088,"87.89214324951172"
"2019-08-07T15:39:29-556168149107",08,B81061,"118.9251823425293"
"2019-08-06T12:22:08-566131293107",08,C82068,"75.03498458862305"
"2019-08-08T14:31:29-957779449017",08,C81050,"59.64936447143555"
"2019-08-07T11:52:20-504434477031",08,B84002,"50.85770797729492"
"2019-08-07T11:46:08-504434477031",08,B84002,"51.42899703979492"
"2019-08-06T14:07:05-012838357031",08,C81009,"61.133602142333984"
"2019-08-07T15:17:48-565793751104",08,C82026,"99.5337028503418"
"2019-07-23T14:36:15-562532807105",07,E87047,"91.92038345336914"
"2019-07-24T11:34:15-989827205034",07,C86011,"58.094444274902344"
"2019-07-23T09:36:25-749082017031",07,P92034,"74.79243087768555"
"2019-07-22T18:06:54-556376033109",07,E82075,"130.00625228881836"
"2019-07-22T12:16:30-597818091030",07,M88022,"122.3455924987793"
"2019-07-23T15:08:23-557203823100",07,E87046,"99.56208419799805"
"2019-07-24T11:15:00-153831135014",07,J82055,"69.31992721557617"
"2019-07-22T11:43:23-934267154037",07,G81034,"52.23207473754883"
"2019-07-24T11:43:08-559851478108",07,E85123,"79.5324821472168"
"2019-07-23T09:33:59-323091446043",07,E85123,"74.2369499206543"
"2019-07-26T18:08:54-559710659109",07,H82044,"59.64936447143555"
"2019-07-23T14:03:19-797508514040",07,L83136,"88.46770477294922"
"2019-07-23T15:34:10-564056453100",07,D83002,"53.49583435058594"
"2019-07-23T14:29:32-361968759031",07,M88018,"54.955909729003906"
"2019-07-22T14:48:05-566374939101",07,J81648,"79.5324821472168"
"2019-07-24T09:09:32-274337770565",07,L84054,"51.13935470581055"
"2019-07-24T10:35:11-983774972035",07,P82003,"58.314208984375"
"2019-07-26T14:13:33-513427208014",07,H82057,"71.3225326538086"
"2019-07-23T15:19:31-561111221103",07,D82030,"132.68998336791992"
"2019-07-26T15:39:11-463153532049",07,E81036,"58.11817932128906"
"2019-07-22T12:09:06-724169864043",07,D83081,"79.5324821472168"
"2019-07-25T13:23:25-050878379044",07,D83029,"89.84025192260742"
"2019-07-24T17:26:24-558110141109",07,D83029,"59.64936447143555"
"2019-07-26T11:54:49-468073131046",07,E85635,"65.05019760131836"
"2019-07-24T11:32:39-937258011033",07,D82071,"168.9944076538086"
"2019-07-24T14:47:32-462565828565",07,G81613,"50.944671630859375"
"2019-07-25T12:25:05-516464701569",07,F81164,"50.00077438354492"
"2019-07-22T13:04:15-984838804016",07,C88043,"59.74717330932617"
"2019-07-26T13:33:54-562151630103",07,M89015,"59.75405502319336"
"2019-07-25T11:36:13-564561785102",07,M85706,"81.31441116333008"
"2019-07-24T09:26:13-065623296046",07,L81068,"59.89106369018555"
"2019-07-02T14:42:39-559235557108",07,E85124,"59.55414962768555"
"2019-07-04T11:14:17-564072526100",07,E87637,"108.35223388671875"
"2019-07-03T10:27:23-558103271102",07,D82007,"69.59092330932617"
"2019-07-02T09:50:40-562928403107",07,E82083,"59.64936447143555"
"2019-07-04T17:56:51-541812032046",07,C87029,"79.36106491088867"
"2019-07-02T11:38:01-567226283560",07,C84072,"107.8896713256836"
"2019-07-01T13:19:54-187224091046",07,C84072,"59.64936447143555"
"2019-07-05T16:16:03-008960861048",07,C84091,"71.4036750793457"
"2019-07-01T10:07:35-727789427042",07,D82054,"61.42182540893555"
"2019-07-01T09:13:44-284276948031",07,D83056,"79.1150016784668"
"2019-07-04T13:57:27-564697952103",07,C81050,"79.5324821472168"
"2019-07-03T15:59:54-490957920039",07,B83660,"89.47404098510742"
"2019-07-04T12:34:04-706516624568",07,B81011,"53.3944206237793"
"2019-07-02T15:50:43-371015207033",07,A84619,"59.74717330932617"
"2019-07-02T15:58:16-560564067105",07,B82054,"149.12339401245117"
"2019-07-01T13:57:29-336207816560",07,B86006,"77.54102325439453"
"2019-07-03T16:16:28-557448707108",07,B83055,"79.5324821472168"
"2019-07-02T09:25:12-933839101039",07,A87022,"109.51829147338867"
"2019-07-02T11:54:52-776049064038",07,B83627,"181.38216018676758"
"2019-07-01T16:26:26-567076624566",07,C83024,"89.01169967651367"
"2019-07-03T17:23:21-557212854107",07,B87030,"168.3421745300293"
"2019-07-03T11:36:24-453227499044",07,B86042,"58.094444274902344"
"2019-07-05T10:03:13-876311609039",07,C82030,"85.37354278564453"
"2019-07-02T16:47:52-431886840047",07,B86017,"70.09640502929688"
"2019-07-04T08:22:02-977252880033",07,C83037,"59.64936447143555"
"2019-07-22T12:48:03-565594595102",07,E85124,"68.79703140258789"
"2019-07-22T11:56:17-564657353104",07,E85124,"113.21576690673828"
"2019-07-25T09:25:02-092688853040",07,E85125,"94.1836051940918"
"2019-07-24T16:55:22-298690807011",07,L83096,"92.99365234375"
"2019-07-25T16:32:42-400523515031",07,M88008,"58.58318328857422"
"2019-07-25T17:20:17-871298597042",07,K83601,"73.79072189331055"
"2019-07-25T10:09:18-555161028105",07,E81060,"89.82560348510742"
"2019-07-22T14:03:20-560382354106",07,J83064,"74.4875259399414"
"2019-07-25T15:44:39-557031117100",07,M85031,"99.41559982299805"
"2019-07-22T09:33:17-011090120046",07,Y05286,"60.4903678894043"
"2019-07-22T10:25:39-034401488035",07,C84010,"74.6502799987793"
"2019-07-30T13:30:49-972520041047",07,M83067,"66.22573471069336"
"2019-08-01T12:01:43-564193034101",08,H82098,"50.14725875854492"
"2019-07-29T18:19:18-521360292044",07,E85064,"129.24027633666992"
"2019-08-01T14:08:54-555422469103",08,D82024,"60.880794525146484"
"2019-08-01T09:31:49-563242768103",08,D82009,"59.64936447143555"
"2019-08-02T10:07:12-736499292034",08,C84018,"66.66319274902344"
"2019-07-30T10:47:10-558469065107",07,H82037,"99.41559982299805"
"2019-08-01T14:50:13-874229152010",08,K83043,"69.66226959228516"
"2019-08-01T14:31:39-874229152010",08,K83043,"156.75019454956055"
"2019-08-02T10:43:23-560674301102",08,E84059,"119.2987174987793"
"2019-07-23T17:26:32-565594168105",07,L84010,"76.46800994873047"
"2019-07-22T12:49:38-822695932035",07,D83039,"59.73725509643555"
"2019-07-22T11:23:24-356472702568",07,C84001,"66.39364624023438"
"2019-07-23T15:31:43-562601247104",07,J83037,"68.7603874206543"
"2019-07-22T15:06:00-593025827043",07,F81038,"53.49618148803711"
"2019-07-30T09:03:17-558396064101",07,C88068,"52.83011245727539"
"2019-07-31T10:05:53-795248837036",07,M88038,"76.06201171875"
"2019-08-02T12:00:06-054405033033",08,C84026,"103.08305740356445"
"2019-08-01T08:46:16-559363843104",08,E85016,"69.59092330932617"
"2019-08-02T11:16:07-561691316106",08,D82015,"96.72463989257812"
"2019-07-29T09:30:40-807221074048",07,E87755,"83.67987060546875"
"2019-07-31T16:17:05-332175796041",07,G81100,"59.82368850708008"
"2019-07-31T16:00:13-564497607109",07,C81658,"80.0542106628418"
"2019-08-02T17:25:44-560399175105",08,C83005,"69.59092330932617"
"2019-07-29T10:03:44-137287442016",07,D82005,"119.15565490722656"
"2019-07-29T09:19:50-959151153019",07,B85018,"72.82049560546875"
"2019-07-29T13:19:05-567044187104",07,B85002,"69.59092330932617"
"2019-07-30T15:29:31-595562518034",07,B82016,"69.72275924682617"
"2019-08-01T14:54:38-561167345100",08,B83012,"229.92916870117188"
"2019-07-29T17:07:51-124917124016",07,B85055,"59.64936447143555"
"2019-07-29T12:50:55-565874666102",07,B84007,"59.73583221435547"
"2019-08-01T16:26:28-485144764035",08,A83622,"64.68841552734375"
"2019-08-01T09:04:17-893533676035",08,B87003,"59.64936447143555"
"2019-07-31T11:35:56-164906221035",07,A83619,"51.17156982421875"
"2019-07-31T09:38:43-453618538038",07,B87028,"79.5324821472168"
"2019-08-01T17:37:07-560441194108",08,A83045,"89.47404098510742"
"2019-07-29T12:38:40-635625006039",07,A86036,"103.6068344116211"
"2019-08-02T16:22:54-559049292103",08,A84619,"50.74174118041992"
"2019-07-30T13:19:23-784500264014",07,B81675,"58.80707931518555"
"2019-07-01T15:33:17-559271219103",07,E85033,"59.16596603393555"
"2019-07-04T15:22:26-555047244106",07,E82063,"54.61030197143555"
"2019-07-04T16:03:24-115373670013",07,E85663,"50.944671630859375"
"2019-07-04T12:02:56-387749876034",07,E85663,"119.2987174987793"
"2019-07-02T17:20:47-668862933037",07,E85023,"68.5070915222168"
"2019-07-01T09:48:48-454458549044",07,C84029,"53.491416931152344"
"2019-07-01T10:25:58-397719492035",07,E85019,"50.944671630859375"
"2019-07-02T11:39:17-555277932106",07,D81623,"89.60587692260742"
"2019-07-02T12:04:36-488517535032",07,C84055,"50.03599166870117"
"2019-07-03T14:39:27-855742557033",07,C84033,"53.2721061706543"
"2019-07-04T16:56:51-203246619043",07,C83056,"50.03599166870117"
"2019-07-01T15:57:01-582867111046",07,E81052,"58.094444274902344"
"2019-07-03T12:08:23-565113254101",07,D83046,"110.33783340454102"
"2019-07-01T15:36:04-589155362041",07,E87741,"117.13896179199219"
"2019-07-02T10:01:37-652570827046",07,D83027,"69.43408966064453"
"2019-07-02T11:26:07-562802987106",07,E85116,"75.30859375"
"2019-07-04T14:51:31-559278038109",07,E85746,"68.87756729125977"
"2019-07-01T13:57:13-557909404101",07,D82017,"66.93134307861328"
"2019-07-01T09:20:08-251665963038",07,E85107,"74.6032829284668"
"2019-06-29T11:38:38-696011416042",06,E81032,"59.74717330932617"
"2019-07-03T15:23:45-577059708047",07,E81047,"69.59092330932617"
"2019-07-02T13:01:35-558014497105",07,E81047,"59.64794158935547"
"2019-07-02T09:56:13-565265130569",07,C88047,"59.64936447143555"
"2019-07-01T11:58:48-023652171036",07,D82071,"51.40486526489258"
"2019-07-05T09:15:49-326137127030",07,D83015,"50.201114654541016"
"2019-07-02T17:55:23-564781884108",07,E81027,"59.64936447143555"
"2019-07-02T13:12:18-562026562107",07,D81015,"50.03458786010742"
"2019-07-04T18:20:45-555008277104",07,D81086,"58.094444274902344"
"2019-07-31T11:40:43-791296875044",07,E85032,"54.01957702636719"
"2019-08-02T14:52:31-561726534106",08,F81115,"69.63310241699219"
"2019-07-31T13:59:29-563666044107",07,F81136,"69.67364883422852"
"2019-08-01T17:35:43-567317354107",08,Y02342,"72.56449508666992"
"2019-07-31T16:22:18-560900697101",07,D82063,"85.35309982299805"
"2019-08-01T10:24:01-562851045109",08,D81036,"54.65462112426758"
"2019-07-29T08:22:17-294118928042",07,D81013,"79.5324821472168"
"2019-07-29T10:37:44-565693914108",07,J81021,"79.2761344909668"
"2019-08-01T10:48:03-934320762032",08,C84683,"62.61773681640625"
"2019-07-31T16:45:14-602752748031",07,E87009,"59.64936447143555"
"2019-07-31T15:28:52-916627839019",07,M85063,"59.64204025268555"
"2019-07-30T10:56:52-667161216045",07,M87013,"59.34907150268555"
"2019-08-02T12:05:36-558465110104",08,E85026,"79.5324821472168"
"2019-08-01T11:56:28-566632022102",08,E87739,"110.95902633666992"
"2019-07-30T16:59:18-833191576036",07,L81069,"57.52714538574219"
"2019-07-30T14:34:25-380649344039",07,L83065,"59.64936447143555"
"2019-07-29T15:38:42-099564481036",07,D82027,"78.34283828735352"
"2019-07-30T13:15:23-562428595108",07,E82042,"66.39364624023438"
"2019-08-02T09:49:36-208292349049",08,K83025,"79.5324821472168"
"2019-08-02T17:59:44-555191449107",08,J81009,"91.291259765625"
"2019-07-31T12:45:15-559812575104",07,D81606,"50.03388595581055"
"2019-07-31T11:58:50-179978141010",07,M85143,"78.47644805908203"
"2019-08-02T11:22:08-566447662104",08,M88004,"51.05546188354492"
"2019-07-15T15:26:55-561217298100",07,C83059,"51.20683288574219"
"2019-07-16T14:24:08-898085559034",07,D82038,"152.20196914672852"
"2019-07-15T12:52:42-558465110104",07,E85026,"79.6496696472168"
"2019-07-15T12:05:18-558465110104",07,E85026,"59.64936447143555"
"2019-07-16T10:00:21-565985711103",07,D82025,"50.43331527709961"
"2019-07-18T14:57:16-564323637107",07,B82037,"59.73725509643555"
"2019-07-16T11:52:00-727187715568",07,B87036,"50.12187194824219"
"2019-07-15T10:25:10-561643639105",07,B86643,"161.36861038208008"
"2019-07-15T10:18:01-561643639105",07,B86643,"69.59092330932617"
"2019-07-19T10:01:58-564681675103",07,B82027,"69.50003051757812"
"2019-07-16T09:35:37-564497383109",07,B84016,"51.21186447143555"
"2019-05-17T09:35:14-558373003108",05,B86667,"59.64936447143555"
"2019-05-14T09:08:36-559048241109",05,B86667,"59.64936447143555"
"2019-05-13T16:33:57-967271642035",05,B87001,"79.59248352050781"
"2019-05-13T08:59:04-967671806032",05,B86052,"80.0598258972168"
"2019-05-14T16:09:20-857197918033",05,B86104,"59.74717330932617"
"2019-05-13T11:32:35-560073224103",05,B86006,"59.64936447143555"
"2019-05-17T13:16:31-914085195016",05,B86012,"69.86924362182617"
"2019-05-17T09:27:40-399269861031",05,B87022,"89.60587692260742"
"2019-05-16T15:56:57-630154563039",05,C81059,"69.59092330932617"
"2019-05-17T15:22:55-561814101109",05,C82077,"79.53176879882812"
"2019-05-17T08:34:29-336005616030",05,C82121,"55.305870056152344"
"2019-05-16T09:20:53-683927031032",05,B87006,"79.5324821472168"
"2019-05-16T09:17:22-683927031032",05,B87006,"260.17756271362305"
"2019-05-16T10:35:43-565831547107",05,B87031,"59.64936447143555"
"2019-05-13T15:01:33-342010729040",05,B86017,"139.18183517456055"
"2019-05-14T08:16:49-745485082036",05,A83037,"59.46111297607422"
"2019-05-16T14:21:39-016098305036",05,A81046,"69.59092330932617"
"2019-05-16T10:38:33-898888475032",05,A83038,"66.39364624023438"
"2019-05-15T15:28:33-566464973105",05,A83012,"69.59092330932617"
"2019-05-17T09:32:41-560322872107",05,A87017,"59.648651123046875"
"2019-05-14T12:10:53-555161124102",05,A87022,"51.21186447143555"
"2019-05-15T09:53:06-560395396104",05,A83637,"69.59092330932617"
"2019-05-13T16:28:50-014789050045",05,A86026,"605.9140777587891"
"2019-05-13T18:59:50-560679196105",05,A83051,"61.133602142333984"
"2019-07-30T14:31:15-555526944100",07,D82030,"265.2169609069824"
"2019-07-29T10:59:00-565247020102",07,C83020,"99.56208419799805"
"2019-08-01T10:24:11-713522161049",08,K83026,"75.0516471862793"
"2019-07-30T09:23:43-242126085560",07,K83029,"69.59092330932617"
"2019-07-30T12:11:27-558904059103",07,J81626,"69.59092330932617"
"2019-07-30T11:56:18-558904059103",07,J81626,"79.5324821472168"
"2019-07-30T11:54:30-558904059103",07,J81626,"62.7878532409668"
"2019-07-29T09:20:22-745207439043",07,K82615,"50.90165328979492"
