key,month,RequestorODS,"attachment_size_mb"
"2019-08-23T11:10:32-023383045038",08,M85046,"55.23308563232422"
"2019-08-22T11:31:06-869551760034",08,D81042,"64.47875213623047"
"2019-08-22T17:29:09-392367222016",08,E85630,"81.55484008789062"
"2019-08-22T08:50:13-560675465103",08,E85038,"55.154022216796875"
"2019-08-23T08:48:25-563761588106",08,D82011,"59.74717330932617"
"2019-08-23T14:20:51-371009953048",08,E85004,"212.72606658935547"
"2019-08-23T12:16:47-562087261565",08,D82096,"70.35996627807617"
"2019-08-23T15:46:44-566962525109",08,D81625,"109.35715866088867"
"2019-08-23T15:43:05-566962525109",08,D81625,"59.64936447143555"
"2019-08-23T13:09:17-555347058107",08,D82076,"56.16844177246094"
"2019-08-22T09:11:21-975271991047",08,L83011,"92.14738082885742"
"2019-08-22T09:06:35-975271991047",08,L83011,"50.13993453979492"
"2019-08-23T17:42:35-337332335567",08,C88020,"50.874019622802734"
"2019-08-23T10:03:22-566138121104",08,J83050,"69.37119674682617"
"2019-08-22T10:03:22-233956059049",08,E87637,"102.76538848876953"
"2019-08-23T09:31:35-562824099107",08,L83099,"59.08976745605469"
"2019-08-23T15:54:25-558616401108",08,D83073,"85.35309982299805"
"2019-08-22T11:54:14-203908163041",08,C87008,"73.3654899597168"
"2019-08-22T11:19:43-203908163041",08,C87008,"59.64936447143555"
"2019-08-22T09:06:26-145447492037",08,F86004,"61.40150451660156"
"2019-08-23T09:36:48-701887746033",08,E85692,"58.50678634643555"
"2019-08-23T12:23:59-564119721108",08,F81683,"54.24106979370117"
"2019-08-23T11:36:28-564119721108",08,F81683,"79.6496696472168"
"2019-08-23T17:48:20-559993412109",08,D81022,"90.06730270385742"
"2019-08-23T14:28:57-836740323560",08,F86018,"138.4362335205078"
"2019-08-23T10:04:07-556444364104",08,C88036,"69.5895004272461"
"2019-08-23T09:20:41-564337673102",08,B83018,"59.64936447143555"
"2019-08-23T12:11:29-563627140102",08,A83040,"59.64936447143555"
"2019-08-23T10:31:50-557026644108",08,B81061,"79.5324821472168"
"2019-08-23T10:55:56-901169615035",08,A87007,"68.455810546875"
"2019-08-28T14:33:19-185274742567",08,Y02526,"59.64936447143555"
"2019-08-28T15:59:17-557732675103",08,J82024,"68.44199752807617"
"2019-08-28T15:53:54-557732675103",08,J82024,"52.55428695678711"
"2019-08-28T15:47:08-557732675103",08,J82024,"61.133602142333984"
"2019-08-28T11:05:37-221964704045",08,J83050,"50.03599166870117"
"2019-08-28T08:54:53-564873004108",08,D82085,"71.20824432373047"
"2019-08-28T08:40:09-564873004108",08,D82085,"61.127525329589844"
"2019-08-28T15:09:24-565411754108",08,F81181,"69.71055221557617"
"2019-08-29T09:17:16-561643333106",08,H82034,"59.60541915893555"
"2019-08-29T09:05:22-563789064102",08,D81061,"79.84225082397461"
"2019-08-28T09:49:56-562346160109",08,E82079,"82.98217010498047"
"2019-08-28T14:59:56-668862933037",08,E85023,"66.13317489624023"
"2019-08-28T11:10:13-514885690032",08,F81126,"50.39628219604492"
"2019-08-28T09:25:08-514885690032",08,F81126,"51.77275466918945"
"2019-08-28T09:11:50-514885690032",08,F81126,"54.86628341674805"
"2019-08-28T17:09:31-555180927103",08,D82050,"118.3802490234375"
"2019-08-28T10:30:23-567081548108",08,J81035,"130.81060028076172"
"2019-08-28T16:37:13-567372713106",08,E85124,"89.47404098510742"
"2019-08-28T10:33:55-565594595102",08,E85124,"50.03599166870117"
"2019-08-29T13:19:36-561657929106",08,E85041,"89.47404098510742"
"2019-08-29T18:02:17-195827935030",08,E82072,"59.64794158935547"
"2019-08-29T13:03:51-493038314032",08,G81086,"89.47404098510742"
"2019-08-29T12:47:32-763925811039",08,B81013,"118.00453186035156"
"2019-08-29T14:28:48-566483336103",08,B86106,"50.03739547729492"
"2019-08-29T10:17:12-640488589030",08,C84018,"123.90243148803711"
"2019-08-29T09:37:17-563759168104",08,B87013,"128.63300704956055"
"2019-08-29T13:45:18-560092378109",08,C83634,"196.17042541503906"
"2019-08-29T16:29:26-101635049030",08,A81034,"59.64936447143555"
"2019-08-29T16:25:43-560020257102",08,A81011,"80.0542106628418"
"2019-08-27T10:25:35-564009803104",08,M89012,"51.21186447143555"
"2019-08-27T15:14:19-720846215039",08,P92005,"51.572113037109375"
"2019-08-27T11:38:09-766467517039",08,M88021,"75.68717956542969"
"2019-08-27T10:04:49-247535985037",08,L84060,"62.392189025878906"
"2019-08-27T15:29:09-565196238105",08,M85063,"58.047607421875"
"2019-08-27T10:15:14-912458812035",08,M85063,"54.661678314208984"
"2019-08-27T18:40:20-557203823100",08,Y02906,"50.76981735229492"
"2019-08-27T13:47:58-556462485108",08,L81655,"81.68930053710938"
"2019-08-27T14:56:29-028245014049",08,G81065,"61.11266326904297"
"2019-08-27T09:41:57-692173989017",08,H82016,"53.71674728393555"
"2019-08-27T17:09:53-565411754108",08,F81181,"119.49433517456055"
"2019-08-27T09:47:05-560798554101",08,G81689,"79.5324821472168"
"2019-08-27T12:06:19-436177486046",08,D83044,"79.53176879882812"
"2019-08-27T18:02:20-716965194039",08,C88015,"81.51146697998047"
"2019-08-27T13:32:44-561842205103",08,H82005,"51.56083297729492"
"2019-08-28T10:42:59-115993694013",08,C88079,"66.5013656616211"
"2019-08-28T09:39:42-123774255038",08,C86017,"59.64936447143555"
"2019-08-28T09:33:11-123774255038",08,C86017,"59.64936447143555"
"2019-08-28T09:26:21-123774255038",08,C86017,"69.5902099609375"
"2019-08-28T09:21:11-123774255038",08,C86017,"69.5902099609375"
"2019-08-27T09:06:47-123774255038",08,C86017,"85.79905319213867"
"2019-08-28T09:54:17-756257851037",08,E85088,"79.6496696472168"
"2019-08-28T09:49:03-756257851037",08,E85088,"69.69346237182617"
"2019-08-28T10:21:35-560129527109",08,E85025,"99.09757232666016"
"2019-08-27T11:50:37-985686478043",08,E85007,"59.69330978393555"
"2019-08-28T08:57:50-222854118049",08,E82005,"69.59092330932617"
"2019-08-28T09:13:09-564950343102",08,C84094,"80.0542106628418"
"2019-08-27T10:14:52-014112306049",08,C81001,"67.55780792236328"
"2019-08-27T10:20:27-153662016036",08,C83650,"87.49650192260742"
"2019-08-28T07:34:22-593701551040",08,B83038,"54.76683807373047"
"2019-08-27T11:39:05-683927031032",08,B87006,"79.5324821472168"
"2019-08-27T09:30:33-263152447037",08,B81047,"78.68214797973633"
"2019-08-28T18:20:55-107374228560",08,A86036,"69.41514205932617"
"2019-08-28T15:38:15-514658418561",08,A83618,"129.51203155517578"
"2019-07-10T09:47:04-588439068044",07,D82017,"89.47404098510742"
"2019-07-11T11:33:50-560201240106",07,C86011,"64.78627014160156"
"2019-07-09T13:08:56-640820556036",07,D82071,"116.18887329101562"
"2019-07-12T14:58:37-561047511108",07,E82005,"52.62911605834961"
"2019-07-12T14:46:12-561047511108",07,E82005,"52.62911605834961"
"2019-07-09T13:22:12-561352656109",07,E85119,"59.648651123046875"
"2019-07-09T18:36:28-436439320033",07,C88050,"50.03388595581055"
"2019-07-10T17:43:23-566606190102",07,C84122,"58.94270324707031"
"2019-07-12T12:12:33-565554667105",07,E81046,"69.59092330932617"
"2019-07-10T11:16:33-544061000045",07,E82092,"69.1051254272461"
"2019-07-12T14:02:51-556578630101",07,D82053,"59.64936447143555"
"2019-07-08T08:21:54-092703733037",07,E85040,"99.41559982299805"
"2019-07-10T15:19:20-344920810035",07,E81077,"68.2824821472168"
"2019-07-08T18:06:54-615773429035",07,E85633,"130.5731201171875"
"2019-07-08T10:41:53-565671718104",07,E82093,"60.46072769165039"
"2019-08-21T13:14:44-564856138104",08,Y02589,"110.95902633666992"
"2019-08-21T16:07:03-564127494100",08,Y03112,"59.64936447143555"
"2019-08-21T13:10:42-283056473046",08,M85046,"50.10317611694336"
"2019-08-21T14:34:21-559337496100",08,K83079,"51.21186447143555"
"2019-08-21T14:30:36-567152248106",08,K83079,"51.21186447143555"
"2019-08-21T14:41:16-562136400104",08,D81050,"93.91641616821289"
"2019-08-21T17:05:53-565827015106",08,C84704,"82.25069808959961"
"2019-08-27T10:18:07-054952196043",08,A83021,"70.05234909057617"
"2019-08-27T09:54:13-076133725036",08,A83057,"59.64936447143555"
"2019-08-21T09:28:19-093566597048",08,J83035,"100.0677604675293"
"2019-08-21T07:35:39-542177514040",08,E85680,"50.03599166870117"
"2019-08-21T17:33:57-567358408107",08,E85124,"79.5324821472168"
"2019-08-21T12:41:17-161205102031",08,C84012,"119.4744987487793"
"2019-08-21T15:05:39-559233146105",08,C86625,"59.78120040893555"
"2019-08-21T17:12:03-557520188104",08,F81043,"59.1853141784668"
"2019-08-21T13:38:44-562707752102",08,J81634,"89.47404098510742"
"2019-08-21T13:34:02-562707752102",08,J81634,"79.5324821472168"
"2019-08-21T11:06:50-107901751035",08,C84039,"66.6656494140625"
"2019-08-21T09:55:34-107901751035",08,C84039,"69.59092330932617"
"2019-08-21T18:19:41-706545771042",08,C84095,"59.936767578125"
"2019-08-22T13:40:38-566436565103",08,J83010,"79.5324821472168"
"2019-08-22T14:13:34-604431735033",08,F81097,"72.79734802246094"
"2019-08-21T13:00:06-071904873032",08,C85619,"50.03388595581055"
"2019-08-22T10:13:58-566483336103",08,B86106,"79.52678680419922"
"2019-08-22T09:14:55-566483336103",08,B86106,"79.52678680419922"
"2019-08-22T16:44:50-812979584032",08,B81008,"82.99205780029297"
"2019-08-22T16:32:31-812979584032",08,B81008,"82.99205780029297"
"2019-08-22T14:04:22-699798549043",08,C81037,"50.03388595581055"
"2019-08-21T10:59:52-560423338103",08,B81017,"50.03236389160156"
"2019-08-21T13:11:25-562126310104",08,A83046,"59.19965744018555"
"2019-08-22T17:32:48-016884706033",08,B84005,"59.64936447143555"
"2019-08-12T15:28:34-564894117108",08,J83018,"59.31977462768555"
"2019-08-16T16:27:23-565062399106",08,L83057,"71.3225326538086"
"2019-08-12T08:38:36-562132087105",08,L81020,"99.41559982299805"
"2019-08-13T18:25:48-565016642105",08,C88073,"59.64509201049805"
"2019-08-12T15:09:51-382218147561",08,H82017,"99.66967391967773"
"2019-08-16T11:53:07-564950343102",08,C84094,"69.22246551513672"
"2019-08-14T16:41:45-991407443035",08,L83096,"81.51146697998047"
"2019-08-12T11:06:45-927996641035",08,H82060,"50.944671630859375"
"2019-08-14T12:41:01-791048800019",08,C88038,"53.759361267089844"
"2019-08-15T10:50:18-563214553105",08,B86050,"74.69285202026367"
"2019-08-13T11:04:50-556617184105",08,B87004,"139.38691329956055"
"2019-08-13T17:46:06-419045681030",08,C81047,"71.0411148071289"
"2019-08-13T17:15:41-419045681030",08,C81047,"60.0406608581543"
"2019-08-12T15:23:31-851361330042",08,C82013,"66.80549240112305"
"2019-08-15T12:38:58-666284898044",08,B81065,"59.07514190673828"
"2019-08-13T11:28:28-490957920039",08,B83660,"52.679786682128906"
"2019-08-15T10:34:57-557307961109",08,C82064,"76.02223205566406"
"2019-08-19T09:30:39-565821560104",08,M85063,"58.047607421875"
"2019-08-20T16:00:44-427413785044",08,M83082,"59.03627014160156"
"2019-08-20T10:36:16-716193024032",08,P92006,"74.02413177490234"
"2019-08-20T13:56:22-558294996101",08,Y02656,"59.64794158935547"
"2019-08-19T12:39:30-266458017560",08,L84022,"76.81779098510742"
"2019-08-20T09:07:18-156305106049",08,Y04809,"53.49583435058594"
"2019-08-20T09:14:18-560900638109",08,Y02322,"50.87235641479492"
"2019-08-19T14:42:19-894051292031",08,K82074,"64.17707443237305"
"2019-08-20T14:27:18-080156711030",08,D82048,"51.28251266479492"
"2019-08-20T14:36:24-565986129109",08,C83025,"128.3596076965332"
"2019-08-20T14:47:14-565905716100",08,G81083,"84.06487274169922"
"2019-08-20T16:43:05-566588388100",08,C88016,"79.5324821472168"
"2019-08-20T11:04:21-559358282106",08,J81628,"59.73725509643555"
"2019-08-20T16:44:57-637893756030",08,E87038,"103.28797149658203"
"2019-08-20T14:31:41-115583453564",08,C84709,"59.64936447143555"
"2019-08-20T12:39:56-555672417100",08,F81095,"75.55006408691406"
"2019-08-20T16:34:16-730851853046",08,K83002,"69.59092330932617"
"2019-08-20T13:59:56-562858421100",08,E85726,"91.51074600219727"
"2019-08-20T14:18:00-559627300100",08,L84014,"59.86909103393555"
"2019-08-20T11:42:22-564168807104",08,B81088,"86.61449432373047"
"2019-08-20T09:09:53-149667018043",08,B84623,"56.3756103515625"
"2019-08-20T12:08:48-562178008106",08,B83052,"128.1879997253418"
"2019-08-20T14:40:50-198030003042",08,A81006,"90.06660079956055"
"2019-08-24T13:35:34-565594595102",08,E85124,"76.46800994873047"
"2019-08-18T14:39:25-563984511106",08,Y02751,"79.5324821472168"
"2019-08-19T12:28:51-812546259035",08,F81081,"89.60587692260742"
"2019-08-19T12:20:49-812546259035",08,F81081,"59.73725509643555"
"2019-08-19T10:45:39-999668916045",08,D83081,"75.47601318359375"
"2019-08-19T11:14:22-561504002102",08,J81620,"99.41559982299805"
"2019-08-19T08:48:42-557519249105",08,D82046,"140.07940292358398"
"2019-08-19T16:20:29-567392949102",08,C83025,"124.8597412109375"
"2019-08-19T19:46:26-868023354046",08,C84704,"62.1173095703125"
"2019-08-19T13:31:08-566440848102",08,K83049,"74.2590446472168"
"2019-08-19T11:22:41-589853936013",08,C82028,"70.37218856811523"
"2019-08-19T10:57:16-589853936013",08,C82028,"94.29125595092773"
"2019-08-19T10:37:57-589853936013",08,C82028,"75.67052459716797"
"2019-08-19T16:08:26-565038137109",08,J81041,"69.59092330932617"
"2019-08-19T17:36:57-564904597102",08,E85124,"80.0598258972168"
"2019-08-19T15:55:05-562211441102",08,C84051,"68.27483367919922"
"2019-08-19T10:49:56-567337360107",08,D81022,"79.53105926513672"
"2019-08-19T09:01:55-556013591106",08,F86013,"69.2627067565918"
"2019-08-19T12:14:05-437592577039",08,A81034,"59.64936447143555"
"2019-08-19T15:11:41-561766587104",08,A86023,"83.668212890625"
"2019-08-19T11:50:39-555481109101",08,B81017,"130.4608268737793"
"2019-07-08T10:31:21-123503947038",07,J83016,"79.9646110534668"
"2019-07-09T11:36:12-070363701031",07,M83026,"55.93819046020508"
"2019-07-10T13:43:52-561232623105",07,M85079,"109.35715866088867"
"2019-07-09T13:50:15-691029553043",07,Y02322,"81.37292098999023"
"2019-07-08T16:05:41-221433391036",07,K83620,"79.5324821472168"
"2019-07-11T13:08:50-617684164032",07,F81656,"78.8879508972168"
"2019-07-12T12:38:09-562701389108",07,L83054,"59.399627685546875"
"2019-07-08T14:09:03-041746574049",07,M88043,"57.30121994018555"
"2019-07-11T11:41:07-255221098049",07,G81689,"76.5322494506836"
"2019-07-10T11:15:16-639697366040",07,K83621,"59.80010986328125"
"2019-07-09T13:40:36-580094077048",07,M89027,"53.496185302734375"
"2019-07-11T15:35:40-557031117100",07,M85031,"66.13317489624023"
"2019-07-12T11:38:16-577655165048",07,J82060,"59.05684280395508"
"2019-07-11T11:09:40-562161621049",07,Y01011,"69.5902099609375"
"2019-07-09T09:20:21-724792139037",07,P92035,"50.92740249633789"
"2019-07-08T09:01:47-679364476011",07,G81024,"79.5324821472168"
"2019-07-08T14:37:33-563242434109",07,J83040,"60.880794525146484"
"2019-07-09T12:19:19-675581637039",07,F81115,"90.06730270385742"
"2019-07-08T15:00:35-556107963106",07,E87011,"76.37193298339844"
"2019-07-09T11:05:16-405662281030",07,D82008,"94.28320693969727"
"2019-07-09T17:45:05-028399102038",07,E85656,"99.41559982299805"
"2019-07-12T14:55:29-558428368107",07,D83061,"51.71415328979492"
"2019-07-08T18:42:08-360261469041",07,C88648,"50.12187194824219"
"2019-07-11T16:24:14-137287442016",07,D82005,"59.64936447143555"
"2019-07-09T15:43:07-102073639019",07,D82027,"59.55414962768555"
"2019-07-12T17:35:57-392367222016",07,E85630,"88.59220504760742"
"2019-07-10T17:52:22-565759811047",07,E85643,"76.42261505126953"
"2019-07-09T14:46:56-914695567042",07,E81064,"59.64936447143555"
"2019-07-09T13:59:03-564657353104",07,E85124,"59.64936447143555"
"2019-08-14T14:29:33-563666044107",08,F81136,"54.548126220703125"
"2019-08-15T13:05:28-564657353104",08,E85124,"56.65375900268555"
"2019-08-12T16:57:31-567372713106",08,E85124,"58.93088912963867"
"2019-08-14T12:01:37-879176306048",08,D81012,"63.98007583618164"
"2019-08-13T08:41:54-555604782100",08,F81055,"69.59092330932617"
"2019-08-15T14:01:53-058204240012",08,J81620,"50.944671630859375"
"2019-08-15T10:49:32-564202954106",08,E85056,"79.5324821472168"
"2019-08-13T11:27:22-620124868568",08,C88043,"51.21186447143555"
"2019-08-16T11:38:40-006790152042",08,E85099,"119.04598999023438"
"2019-08-16T09:25:19-561979974104",08,D82008,"104.07029342651367"
"2019-08-14T14:52:10-556213649108",08,F81206,"70.96907043457031"
"2019-08-14T11:16:53-559750983106",08,E81037,"79.5324821472168"
"2019-08-12T16:17:55-217465985042",08,F81085,"51.21186447143555"
"2019-08-16T10:04:10-556295489108",08,E87045,"53.4763298034668"
"2019-08-15T11:26:37-561259400103",08,D81026,"69.38584518432617"
"2019-08-15T16:40:25-557273696103",08,J83011,"59.74717330932617"
"2019-08-14T15:16:31-556129871101",08,E85697,"79.3420524597168"
"2019-08-16T15:59:21-566456156100",08,L82008,"55.77880859375"
"2019-08-16T13:04:18-558290989104",08,E85035,"99.41559982299805"
"2019-08-16T13:21:40-556420524107",08,J81033,"76.81587982177734"
"2019-08-16T11:15:41-557171689108",08,M85002,"79.60787582397461"
"2019-08-13T11:43:24-433205862033",08,D82085,"71.89295196533203"
"2019-08-15T16:48:23-564313852108",08,H82033,"80.0085563659668"
"2019-08-15T16:33:27-564313852108",08,H82033,"52.83763885498047"
"2019-08-15T08:03:02-008496414031",08,F81106,"52.22042465209961"
"2019-08-16T17:42:49-562047398101",08,E81024,"69.59092330932617"
"2019-08-14T08:49:06-323005885567",08,C84106,"109.35715866088867"
"2019-08-14T11:13:53-616531013038",08,L83006,"67.10788345336914"
"2019-08-12T16:17:06-556300547100",08,L83041,"99.56208419799805"
"2019-08-14T17:11:54-560963284104",08,L83031,"54.62025451660156"
"2019-08-15T09:11:08-565251478103",08,E82005,"69.59092330932617"
"2019-08-14T12:32:28-920464232031",08,C87006,"60.0406608581543"
"2019-08-12T17:44:29-478390766036",08,G81076,"61.133602142333984"
"2019-08-15T13:36:47-567039128102",08,K83015,"79.53105926513672"
"2019-08-12T11:29:48-892928963032",08,M88013,"70.93923950195312"
"2019-08-12T11:44:43-076680257045",08,E82133,"59.64936447143555"
"2019-07-09T15:46:36-293896442044",07,M85063,"50.10317611694336"
"2019-07-12T12:43:35-738433839045",07,M88629,"61.99903106689453"
"2019-07-09T09:03:45-345462636035",07,M85034,"66.39232635498047"
"2019-07-11T08:02:37-562750465104",07,J83009,"51.05859375"
"2019-07-08T09:37:55-151673138567",07,Y02807,"58.57316970825195"
"2019-07-09T09:03:57-538732692040",07,H82615,"69.59092330932617"
"2019-07-12T17:56:38-562529046108",07,P82004,"59.069278717041016"
"2019-07-09T13:24:07-396657982031",07,J81021,"63.55491638183594"
"2019-07-09T13:17:45-396657982031",07,J81021,"63.55491638183594"
"2019-07-09T12:50:57-396657982031",07,J81021,"63.55491638183594"
"2019-07-10T16:15:30-360171067018",07,N81122,"54.35868453979492"
"2019-07-12T17:55:12-735899583042",07,J82155,"50.944671630859375"
"2019-07-08T13:00:15-646389104019",07,K83049,"69.59092330932617"
"2019-07-12T15:45:51-118213995046",07,M85087,"102.38450241088867"
"2019-07-08T08:27:19-557203823100",07,Y02906,"99.41559982299805"
"2019-07-09T16:12:26-361968759031",07,M88018,"109.35715866088867"
"2019-07-10T10:46:26-567131330103",07,L81020,"79.40497589111328"
"2019-07-11T18:05:56-566687512101",07,J84003,"99.41559982299805"
"2019-07-11T08:20:47-511471192043",07,M89015,"89.47404098510742"
"2019-07-10T15:59:47-511471192043",07,M89015,"99.41559982299805"
"2019-07-10T09:36:20-037529359012",07,K83002,"69.59092330932617"
"2019-07-11T09:39:42-716193024032",07,P92006,"91.291259765625"
"2019-07-11T09:25:52-716193024032",07,P92006,"58.094444274902344"
"2019-08-07T11:02:00-557400152107",08,K83618,"99.41204071044922"
"2019-08-07T10:58:47-557400152107",08,K83618,"99.41204071044922"
"2019-08-08T11:24:40-560167186107",08,E87722,"109.51829147338867"
"2019-08-09T15:07:02-556452069103",08,J81066,"99.41559982299805"
"2019-08-05T09:04:51-022061463018",08,J81056,"73.2258071899414"
"2019-08-06T16:51:34-556415972100",08,J84010,"50.37430953979492"
"2019-08-06T16:42:55-556415972100",08,J84010,"60.0406608581543"
"2019-08-05T13:08:20-566494834109",08,G81011,"63.65298843383789"
"2019-08-06T09:57:49-500584702046",08,J81086,"58.435813903808594"
"2019-08-05T12:05:00-558394751108",08,J83002,"81.49136352539062"
"2019-08-08T14:34:03-558978531101",08,F81022,"59.64936447143555"
"2019-08-05T12:36:28-567094856109",08,H82014,"83.64977645874023"
"2019-08-08T11:33:20-564314226101",08,E87755,"83.96622848510742"
"2019-08-08T10:48:07-254817725560",08,D81606,"59.64936447143555"
"2019-08-08T09:48:47-864305166562",08,E81074,"61.13304901123047"
"2019-08-06T08:57:26-555422469103",08,D82024,"59.64936447143555"
"2019-08-07T09:29:09-375576863019",08,E81073,"69.59092330932617"
"2019-08-05T09:59:49-842090470043",08,D82045,"69.59092330932617"
"2019-08-07T13:02:42-774721239044",08,D83038,"74.52131271362305"
