"A81001","5E1","W","20010401","20130331","0"
"A81001","00K","W","20130401","","0"
"A81001","4QP36","W","19990401","20010331","0"
"A81002","5E1","W","20010401","20130331","0"
"A81002","4QP36","W","19990401","20010331","0"
"A81002","00K","W","20130401","","0"
"A81003","4FC32","W","19990401","20010331","0"
"A81003","00K","W","20130401","20171031","0"
"A81003","5D9","W","20010401","20130331","0"
"A81004","00M","W","20130401","","0"
"A81004","4DD23","W","19990401","20020331","0"
"A81004","5KM","W","20020401","20130331","0"
"A81005","00M","W","20130401","","0"
"A81005","5QR","W","20061001","20130331","0"
"A81005","5KN","W","20020401","20060930","0"
"A81005","4XA29","W","19990401","20020331","0"
"A81006","4QP36","W","19990401","20010331","0"
"A81006","5E1","W","20010401","20130331","0"
"A81006","00K","W","20130401","","0"
"A81007","4FC32","W","19990401","20010331","0"
"A81007","00K","W","20130401","","0"
"A81007","5D9","W","20010401","20130331","0"
"A81008","5KM","W","20020401","20060930","0"
"A81008","00M","W","20130401","20180131","0"
"A81008","4DD23","W","19990401","20020331","0"
"A81008","5QR","W","20061001","20130331","0"
"A81009","00M","W","20130401","","0"
"A81009","4DD23","W","19990401","20020331","0"
"A81009","5KM","W","20020401","20130331","0"
"A81010","4FC32","W","19990401","20010331","0"
"A81010","5D9","W","20010401","20120930","0"
"A81011","4FC32","W","19990401","20010331","0"
"A81011","00K","W","20130401","","0"
"A81011","5D9","W","20010401","20130331","0"
"A81012","4DD23","W","19990401","20020331","0"
"A81012","00M","W","20130401","","0"
"A81012","5KM","W","20020401","20130331","0"
"A81013","4XA29","W","19990401","20020331","0"
"A81013","00M","W","20130401","","0"
"A81013","5QR","W","20061001","20130331","0"
"A81013","5KN","W","20020401","20060930","0"
"A81014","4QP36","W","19990401","20010331","0"
"A81014","5E1","W","20010401","20130331","0"
"A81014","00K","W","20130401","","0"
"A81015","5QR","W","20061001","20130331","0"
"A81015","5KN","W","20020401","20060930","0"
"A81015","00M","W","20130401","20190430","0"
"A81015","4XA29","W","19990401","20020331","0"
"A81016","5KM","W","20020401","20130331","0"
"A81016","00M","W","20130401","","0"
"A81016","4DD23","W","19990401","20020331","0"
"A81017","5E1","W","20010401","20130331","0"
"A81017","00K","W","20130401","","0"
"A81017","4QP36","W","19990401","20010331","0"
"A81018","5QR","W","20061001","20130331","0"
"A81018","4XA29","W","19990401","20020331","0"
"A81018","5KN","W","20020401","20060930","0"
"A81018","00M","W","20130401","","0"
"A81019","4DD23","W","19990401","20020331","0"
"A81019","00M","W","20130401","","0"
"A81019","5KM","W","20020401","20130331","0"
"A81020","4DD23","W","19990401","20020331","0"
"A81020","5KM","W","20020401","20130331","0"
"A81020","00M","W","20130401","","0"
"A81021","4DD23","W","19990401","20020331","0"
"A81021","00M","W","20130401","","0"
"A81021","5QR","W","20061001","20130331","0"
"A81021","5KM","W","20020401","20060930","0"
"A81022","5KN","W","20020401","20060930","0"
"A81022","00M","W","20130401","","0"
"A81022","4XA29","W","19990401","20020331","0"
"A81022","5QR","W","20061001","20130331","0"
"A81023","4DD23","W","19990401","20020331","0"
"A81023","5KM","W","20020401","20130331","0"
"A81023","00M","W","20130401","","0"
"A81025","5E1","W","20010401","20130331","0"
"A81025","4QP36","W","19990401","20010331","0"
"A81025","00K","W","20130401","","0"
"A81026","4DD23","W","19990401","20020331","0"
"A81026","5KM","W","20020401","20130331","0"
"A81026","00M","W","20130401","","0"
"A81027","5E1","W","20010401","20130331","0"
"A81027","4QP36","W","19990401","20010331","0"
"A81027","00K","W","20130401","","0"
"A81029","00M","W","20130401","","0"
"A81029","5KM","W","20020401","20130331","0"
"A81029","4DD23","W","19990401","20020331","0"
"A81030","00M","W","20130401","","0"
"A81030","5KM","W","20020401","20130331","0"
"A81030","4DD23","W","19990401","20020331","0"
"A81031","4FC32","W","19990401","20010331","0"
"A81031","5D9","W","20010401","20130331","0"
"A81031","00K","W","20130401","","0"
"A81032","5QR","W","20061001","20130331","0"
"A81032","5KN","W","20020401","20060930","0"
"A81032","4XA29","W","19990401","20020331","0"
"A81032","00M","W","20130401","","0"
"A81033","5KM","W","20020401","20130331","0"
"A81033","4DD23","W","19990401","20020331","0"
"A81033","00M","W","20130401","20190430","0"
"A81034","5E1","W","20010401","20130331","0"
"A81034","4QP36","W","19990401","20010331","0"
"A81034","00K","W","20130401","","0"
"A81035","00M","W","20130401","","0"
"A81035","5KM","W","20020401","20130331","0"
"A81035","4DD23","W","19990401","20020331","0"
"A81036","4QP36","W","19990401","20010331","0"
"A81036","5E1","W","20010401","20130331","0"
"A81036","00K","W","20130401","","0"
"A81037","00M","W","20130401","","0"
"A81037","4DD23","W","19990401","20020331","0"
"A81037","5KM","W","20020401","20130331","0"
"A81038","00M","W","20130401","","0"
"A81038","5KM","W","20020401","20130331","0"
"A81038","4DD23","W","19990401","20020331","0"
"A81039","4QP36","W","19990401","20010331","0"
"A81039","5E1","W","20010401","20130331","0"
"A81039","00K","W","20130401","","0"
"A81040","5E1","W","20010401","20130331","0"
"A81040","00K","W","20130401","","0"
"A81040","4QP36","W","19990401","20010331","0"
"A81041","00K","W","20130401","","0"
"A81041","4FC32","W","19990401","20010331","0"
"A81041","5D9","W","20010401","20130331","0"
"A81042","5QR","W","20061001","20130331","0"
"A81042","5KM","W","20020401","20060930","0"
"A81042","00M","W","20130401","","0"
"A81042","4DD23","W","19990401","20020331","0"
"A81043","4DD23","W","19990401","20020331","0"
"A81043","00M","W","20130401","","0"
"A81043","5KM","W","20020401","20060930","0"
"A81043","5QR","W","20061001","20130331","0"
"A81044","5D9","W","20010401","20130331","0"
"A81044","4FC32","W","19990401","20010331","0"
"A81044","00K","W","20130401","","0"
"A81045","5QR","W","20061001","20130331","0"
"A81045","5KN","W","20020401","20060930","0"
"A81045","00M","W","20130401","","0"
"A81045","4XA29","W","19990401","20020331","0"
"A81046","5E1","W","20010401","20130331","0"
"A81046","00K","W","20130401","","0"
"A81046","4QP36","W","19990401","20010331","0"
"A81047","00M","W","20130401","20180930","0"
"A81047","4XA29","W","19990401","20020331","0"
"A81047","5KN","W","20020401","20060930","0"
"A81047","5QR","W","20061001","20130331","0"
"A81048","5KN","W","20020401","20060930","0"
"A81048","5QR","W","20061001","20130331","0"
"A81048","4XA29","W","19990401","20020331","0"
"A81048","00M","W","20130401","","0"
"A81049","00M","W","20130401","","0"
"A81049","5KM","W","20020401","20130331","0"
"A81049","4DD23","W","19990401","20020331","0"
"A81051","00M","W","20130401","","0"
"A81051","5KM","W","20020401","20130331","0"
"A81051","4DD23","W","19990401","20020331","0"
"A81052","5KN","W","20020401","20060930","0"
"A81052","4XA29","W","19990401","20020331","0"
"A81052","00M","W","20130401","","0"
"A81052","5QR","W","20061001","20130331","0"
"A81053","5KN","W","20020401","20060930","0"
"A81053","4XA29","W","19990401","20020331","0"
"A81053","00M","W","20130401","","0"
"A81053","5QR","W","20061001","20130331","0"
"A81054","00M","W","20130401","","0"
"A81054","5QR","W","20061001","20130331","0"
"A81054","4XA29","W","19990401","20020331","0"
"A81054","5KN","W","20020401","20060930","0"
"A81055","5KN","W","20020401","20060930","0"
