RequestorODS,month,"requestor_supplier","registration_count","retry_count","retry_rate"
C88028,07,EMIS,85,18,"0.21176470588235294"
C88028,08,EMIS,81,16,"0.19753086419753085"
C88030,04,EMIS,46,9,"0.1956521739130435"
C88030,05,EMIS,59,13,"0.22033898305084745"
C88030,06,EMIS,62,17,"0.27419354838709675"
C88030,07,EMIS,74,20,"0.2702702702702703"
C88030,08,EMIS,32,11,"0.34375"
C88031,04,TPP,119,0,0
C88031,05,TPP,124,0,0
C88031,06,TPP,73,0,0
C88031,07,TPP,86,0,0
C88031,08,TPP,111,0,0
C88032,04,EMIS,52,14,"0.2692307692307692"
C88032,05,EMIS,53,8,"0.1509433962264151"
C88032,06,EMIS,32,5,"0.15625"
C88032,07,EMIS,49,9,"0.1836734693877551"
C88032,08,EMIS,31,4,"0.12903225806451613"
C88033,04,EMIS,67,16,"0.23880597014925373"
C88033,05,EMIS,52,13,"0.25"
C88034,04,TPP,41,0,0
C88034,05,TPP,45,0,0
C88034,06,TPP,35,0,0
C88034,07,TPP,51,0,0
C88034,08,TPP,35,0,0
C88035,04,EMIS,93,27,"0.2903225806451613"
C88035,05,EMIS,58,21,"0.3620689655172414"
C88035,06,EMIS,52,17,"0.3269230769230769"
C88035,07,EMIS,79,23,"0.2911392405063291"
C88035,08,EMIS,69,23,"0.3333333333333333"
C88036,04,TPP,66,0,0
C88036,05,TPP,107,2,"0.018691588785046728"
C88036,06,TPP,74,0,0
C88036,07,TPP,60,0,0
C88036,08,TPP,59,0,0
C88037,04,EMIS,92,13,"0.14130434782608695"
C88037,05,EMIS,86,19,"0.22093023255813954"
C88037,06,EMIS,109,29,"0.26605504587155965"
C88037,07,EMIS,108,23,"0.21296296296296297"
C88037,08,EMIS,107,11,"0.102803738317757"
C88038,04,TPP,32,0,0
C88038,05,TPP,28,0,0
C88038,06,TPP,35,0,0
C88038,07,TPP,25,0,0
C88038,08,TPP,40,0,0
C88039,04,TPP,68,0,0
C88039,05,TPP,79,0,0
C88039,06,TPP,47,0,0
C88039,07,TPP,77,0,0
C88039,08,TPP,75,0,0
C88040,04,TPP,16,0,0
C88040,05,TPP,44,0,0
C88040,06,TPP,30,0,0
C88040,07,TPP,26,0,0
C88040,08,TPP,16,0,0
C88041,04,TPP,106,0,0
C88041,05,TPP,103,0,0
C88041,06,TPP,86,0,0
C88041,07,TPP,79,0,0
C88041,08,TPP,107,1,"0.009345794392523364"
C88043,04,TPP,90,4,"0.044444444444444446"
C88043,05,TPP,70,1,"0.014285714285714285"
C88043,06,TPP,63,1,"0.015873015873015872"
C88043,07,TPP,83,8,"0.0963855421686747"
C88043,08,TPP,77,2,"0.025974025974025976"
C88044,04,TPP,37,0,0
C88044,05,TPP,44,0,0
C88044,06,TPP,31,0,0
C88044,07,TPP,54,0,0
C88044,08,TPP,24,0,0
C88045,04,TPP,52,0,0
C88045,05,TPP,63,0,0
C88045,06,TPP,37,0,0
C88045,07,TPP,37,0,0
C88045,08,TPP,40,0,0
C88046,04,TPP,10,0,0
C88046,05,TPP,35,0,0
C88046,06,TPP,14,0,0
C88046,07,TPP,19,0,0
C88046,08,TPP,29,0,0
C88047,04,TPP,65,0,0
C88047,05,TPP,38,0,0
C88047,06,TPP,37,1,"0.02702702702702703"
C88047,07,TPP,54,0,0
C88047,08,TPP,57,0,0
C88048,04,TPP,70,0,0
C88048,05,TPP,54,0,0
C88048,06,TPP,50,0,0
C88048,07,TPP,80,0,0
C88048,08,TPP,35,0,0
C88049,04,TPP,35,0,0
C88049,05,TPP,34,0,0
C88049,06,TPP,28,0,0
C88049,07,TPP,35,0,0
C88049,08,TPP,52,0,0
C88050,04,TPP,21,0,0
C88050,05,TPP,22,0,0
C88050,06,TPP,18,0,0
C88050,07,TPP,22,0,0
C88050,08,TPP,35,0,0
C88051,04,TPP,30,0,0
C88051,05,TPP,68,0,0
C88051,06,TPP,40,0,0
C88051,07,TPP,85,0,0
C88051,08,TPP,74,0,0
C88052,04,TPP,96,0,0
C88052,05,TPP,94,1,"0.010638297872340425"
C88052,06,TPP,98,0,0
C88052,07,TPP,105,0,0
C88052,08,TPP,103,0,0
C88053,04,TPP,19,0,0
C88053,05,TPP,14,0,0
C88053,06,TPP,20,0,0
C88053,07,TPP,20,0,0
C88053,08,TPP,19,0,0
C88054,04,EMIS,67,8,"0.11940298507462686"
C88054,05,EMIS,49,8,"0.16326530612244897"
C88054,06,EMIS,38,5,"0.13157894736842105"
C88054,07,EMIS,62,9,"0.14516129032258066"
C88054,08,EMIS,38,4,"0.10526315789473684"
C88059,04,TPP,12,0,0
C88059,05,TPP,15,0,0
C88059,06,TPP,12,0,0
C88059,07,TPP,17,0,0
C88059,08,TPP,19,0,0
C88060,04,TPP,26,0,0
C88060,05,TPP,30,0,0
C88060,06,TPP,29,0,0
C88060,07,TPP,38,0,0
C88060,08,TPP,28,0,0
C88062,04,TPP,33,1,"0.030303030303030304"
C88062,05,TPP,35,0,0
C88062,06,TPP,29,0,0
C88062,07,TPP,35,0,0
C88062,08,TPP,41,0,0
C88068,04,TPP,49,0,0
C88068,05,TPP,25,0,0
C88068,06,TPP,13,0,0
C88068,07,TPP,36,0,0
C88068,08,TPP,28,0,0
C88069,04,TPP,209,0,0
C88069,05,TPP,202,0,0
C88069,06,TPP,160,1,"0.00625"
C88069,07,TPP,250,0,0
C88069,08,TPP,183,0,0
C88070,04,EMIS,42,7,"0.16666666666666666"
C88070,05,EMIS,76,11,"0.14473684210526316"
C88070,06,EMIS,43,11,"0.2558139534883721"
C88070,07,EMIS,39,9,"0.23076923076923078"
C88070,08,EMIS,55,6,"0.10909090909090909"
C88072,04,TPP,91,0,0
C88072,05,TPP,75,0,0
C88072,06,TPP,40,0,0
C88072,07,TPP,79,0,0
C88072,08,TPP,87,0,0
C88073,04,TPP,47,0,0
C88073,05,TPP,59,0,0
C88073,06,TPP,39,2,"0.05128205128205128"
C88073,07,TPP,38,2,"0.05263157894736842"
C88073,08,TPP,32,0,0
C88074,04,TPP,27,0,0
C88074,05,TPP,36,0,0
C88074,06,TPP,17,0,0
C88074,07,TPP,44,0,0
C88074,08,TPP,26,0,0
C88076,04,EMIS,98,25,"0.25510204081632654"
C88076,05,EMIS,87,15,"0.1724137931034483"
C88076,06,EMIS,73,13,"0.1780821917808219"
C88076,07,EMIS,88,19,"0.2159090909090909"
C88076,08,EMIS,94,26,"0.2765957446808511"
C88077,04,TPP,12,0,0
C88077,05,TPP,42,2,"0.047619047619047616"
C88077,06,TPP,23,0,0
C88077,07,TPP,27,0,0
C88077,08,TPP,23,0,0
C88078,04,TPP,40,0,0
C88078,05,TPP,60,1,"0.016666666666666666"
C88078,06,TPP,44,0,0
C88078,07,TPP,61,0,0
C88078,08,TPP,39,0,0
C88079,04,TPP,65,0,0
C88079,05,TPP,83,0,0
C88079,06,TPP,64,0,0
C88079,07,TPP,83,0,0
C88079,08,TPP,106,0,0
C88082,04,EMIS,1,0,0
C88082,05,EMIS,2,2,1
C88082,06,EMIS,8,3,"0.375"
C88082,07,EMIS,4,0,0
C88082,08,EMIS,6,1,"0.16666666666666666"
C88083,04,TPP,11,0,0
C88083,05,TPP,9,1,"0.1111111111111111"
C88083,06,TPP,16,0,0
C88083,07,TPP,13,0,0
C88083,08,TPP,12,0,0
C88084,04,TPP,44,1,"0.022727272727272728"
C88084,05,TPP,14,0,0
C88084,06,TPP,27,0,0
C88084,07,TPP,37,0,0
C88084,08,TPP,23,0,0
C88085,04,TPP,25,0,0
C88085,05,TPP,27,0,0
C88085,06,TPP,86,0,0
C88085,07,TPP,88,0,0
C88085,08,TPP,37,0,0
C88086,04,TPP,20,0,0
C88086,05,TPP,13,0,0
C88086,06,TPP,18,0,0
C88086,07,TPP,16,0,0
C88086,08,TPP,20,0,0
C88087,04,TPP,64,0,0
C88087,05,TPP,75,0,0
C88087,06,TPP,58,0,0
C88087,07,TPP,90,0,0
C88087,08,TPP,53,0,0
C88088,04,EMIS,50,13,"0.26"
C88088,05,EMIS,41,6,"0.14634146341463414"
C88088,06,EMIS,39,10,"0.2564102564102564"
C88088,07,EMIS,54,10,"0.18518518518518517"
C88088,08,EMIS,44,8,"0.18181818181818182"
C88090,04,TPP,44,1,"0.022727272727272728"
C88090,05,TPP,83,0,0
C88090,06,TPP,26,0,0
C88090,07,TPP,58,0,0
C88090,08,TPP,29,0,0
C88091,04,EMIS,5,4,"0.8"
C88091,05,EMIS,15,7,"0.4666666666666667"
C88091,06,EMIS,8,6,"0.75"
C88091,07,EMIS,17,9,"0.5294117647058824"
C88091,08,EMIS,17,4,"0.23529411764705882"
C88092,04,TPP,37,0,0
C88092,05,TPP,45,1,"0.022222222222222223"
C88092,06,TPP,35,0,0
C88092,07,TPP,53,0,0
C88092,08,TPP,41,0,0
C88095,04,TPP,26,0,0
C88095,05,TPP,42,0,0
C88095,06,TPP,23,0,0
C88095,07,TPP,37,2,"0.05405405405405406"
C88095,08,TPP,18,0,0
C88096,04,TPP,21,0,0
C88096,05,TPP,43,0,0
C88096,06,TPP,52,0,0
C88096,07,TPP,46,0,0
C88096,08,TPP,31,0,0
C88622,04,TPP,30,0,0
C88622,05,TPP,40,0,0
C88622,06,TPP,22,0,0
C88622,07,TPP,45,0,0
C88622,08,TPP,28,0,0
C88627,04,EMIS,261,148,"0.5670498084291188"
C88627,05,EMIS,174,74,"0.42528735632183906"
C88627,06,EMIS,46,20,"0.43478260869565216"
C88627,07,EMIS,87,28,"0.3218390804597701"
C88627,08,EMIS,105,48,"0.45714285714285713"
C88631,04,EMIS,3,1,"0.3333333333333333"
C88631,05,EMIS,5,3,"0.6"
C88631,06,EMIS,17,2,"0.11764705882352941"
C88631,07,EMIS,8,2,"0.25"
C88631,08,EMIS,5,2,"0.4"
C88643,04,EMIS,12,6,"0.5"
C88643,05,EMIS,29,5,"0.1724137931034483"
C88643,06,EMIS,16,2,"0.125"
C88643,07,EMIS,15,6,"0.4"
C88643,08,EMIS,23,5,"0.21739130434782608"
C88647,04,TPP,15,0,0
C88647,05,TPP,24,0,0
C88647,06,TPP,12,0,0
C88647,07,TPP,16,0,0
C88647,08,TPP,18,0,0
C88648,04,TPP,57,0,0
C88648,05,TPP,31,0,0
C88648,06,TPP,18,0,0
C88648,07,TPP,49,0,0
C88648,08,TPP,47,0,0
C88652,04,TPP,19,0,0
C88652,05,TPP,38,0,0
C88652,06,TPP,45,0,0
C88652,07,TPP,27,0,0
C88652,08,TPP,43,0,0
C88655,04,EMIS,10,7,"0.7"
C88655,05,EMIS,4,0,0
C88655,07,EMIS,7,4,"0.5714285714285714"
C88655,08,EMIS,6,3,"0.5"
C88656,04,TPP,21,0,0
C88656,05,TPP,23,0,0
C88656,06,TPP,21,0,0
C88656,07,TPP,21,0,0
C88656,08,TPP,16,0,0
D81001,04,TPP,99,0,0
D81001,05,TPP,94,1,"0.010638297872340425"
D81001,06,TPP,65,0,0
D81001,07,TPP,100,0,0
D81001,08,TPP,72,0,0
D81002,04,TPP,169,1,"0.005917159763313609"
D81002,05,TPP,138,0,0
D81002,06,TPP,170,0,0
D81002,07,TPP,179,0,0
D81002,08,TPP,167,0,0
D81003,04,TPP,91,0,0
D81003,05,TPP,92,0,0
D81003,06,TPP,75,0,0
D81003,07,TPP,80,0,0
D81003,08,TPP,86,0,0
D81004,04,EMIS,72,15,"0.20833333333333334"
D81004,05,EMIS,110,7,"0.06363636363636363"
D81004,06,EMIS,84,8,"0.09523809523809523"
D81004,07,EMIS,129,20,"0.15503875968992248"
D81004,08,EMIS,164,26,"0.15853658536585366"
D81005,04,TPP,91,1,"0.01098901098901099"
D81005,05,TPP,79,0,0
D81005,06,TPP,72,1,"0.013888888888888888"
D81005,07,TPP,96,0,0
D81005,08,TPP,85,0,0
D81008,04,TPP,124,0,0
D81008,05,TPP,111,0,0
D81008,06,TPP,110,0,0
D81008,07,TPP,156,0,0
D81008,08,TPP,131,1,"0.007633587786259542"
D81010,04,TPP,90,0,0
D81010,05,TPP,91,0,0
D81010,06,TPP,100,0,0
D81010,07,TPP,75,0,0
D81010,08,TPP,120,0,0
D81011,04,TPP,50,0,0
D81011,05,TPP,62,1,"0.016129032258064516"
D81011,06,TPP,84,0,0
D81011,07,TPP,70,0,0
D81011,08,TPP,44,0,0
D81012,04,TPP,108,0,0
D81012,05,TPP,151,0,0
D81012,06,TPP,109,0,0
D81012,07,TPP,139,0,0
D81012,08,TPP,149,1,"0.006711409395973154"
D81013,04,TPP,123,2,"0.016260162601626018"
D81013,05,TPP,193,2,"0.010362694300518135"
D81013,06,TPP,131,1,"0.007633587786259542"
D81013,07,TPP,262,2,"0.007633587786259542"
D81013,08,TPP,234,1,"0.004273504273504274"
D81014,04,TPP,155,0,0
D81014,05,TPP,429,0,0
D81014,06,TPP,320,0,0
D81014,07,TPP,299,0,0
D81014,08,TPP,178,0,0
D81015,04,TPP,66,0,0
D81015,05,TPP,49,0,0
D81015,06,TPP,49,0,0
D81015,07,TPP,45,0,0
D81015,08,TPP,57,0,0
D81016,04,TPP,113,0,0
D81016,05,TPP,117,0,0
D81016,06,TPP,119,0,0
D81016,07,TPP,132,0,0
D81016,08,TPP,142,0,0
D81017,04,TPP,86,0,0
D81017,05,TPP,80,0,0
D81017,06,TPP,71,0,0
D81017,07,TPP,71,0,0
D81017,08,TPP,63,0,0
D81018,04,TPP,38,0,0
D81018,05,TPP,43,0,0
D81018,06,TPP,37,0,0
D81018,07,TPP,46,0,0
D81018,08,TPP,61,1,"0.01639344262295082"
D81021,04,TPP,96,0,0
D81021,05,TPP,57,0,0
D81021,06,TPP,83,0,0
D81021,07,TPP,69,0,0
D81021,08,TPP,80,0,0
D81022,04,TPP,409,0,0
D81022,05,TPP,513,1,"0.001949317738791423"
D81022,06,TPP,448,0,0
D81022,07,TPP,618,0,0
D81022,08,TPP,580,1,"0.0017241379310344827"
D81023,04,TPP,78,0,0
D81023,05,TPP,78,0,0
D81023,06,TPP,76,0,0
D81023,07,TPP,89,1,"0.011235955056179775"
D81023,08,TPP,110,1,"0.00909090909090909"
D81024,04,TPP,55,0,0
D81024,05,TPP,11,0,0
D81025,04,EMIS,106,23,"0.2169811320754717"
D81025,05,EMIS,102,35,"0.3431372549019608"
D81025,06,EMIS,90,22,"0.24444444444444444"
D81025,07,EMIS,123,23,"0.18699186991869918"
D81025,08,EMIS,121,11,"0.09090909090909091"
D81026,04,TPP,155,1,"0.0064516129032258064"
D81026,05,TPP,209,0,0
D81026,06,TPP,183,2,"0.01092896174863388"
D81026,07,TPP,245,1,"0.004081632653061225"
D81026,08,TPP,188,2,"0.010638297872340425"
D81027,04,EMIS,56,15,"0.26785714285714285"
D81027,05,EMIS,44,11,"0.25"
D81027,06,EMIS,66,3,"0.045454545454545456"
D81027,07,EMIS,39,10,"0.2564102564102564"
D81027,08,EMIS,55,9,"0.16363636363636364"
D81028,04,EMIS,72,11,"0.1527777777777778"
D81028,05,EMIS,51,5,"0.09803921568627451"
D81028,06,EMIS,58,7,"0.1206896551724138"
D81028,07,EMIS,94,25,"0.26595744680851063"
D81028,08,EMIS,90,20,"0.2222222222222222"
D81029,04,TPP,72,0,0
D81029,05,TPP,70,0,0
D81029,06,TPP,52,0,0
D81029,07,TPP,109,0,0
D81029,08,TPP,93,0,0
D81030,04,EMIS,53,10,"0.18867924528301888"
D81030,05,EMIS,75,10,"0.13333333333333333"
D81030,06,EMIS,42,10,"0.23809523809523808"
D81030,07,EMIS,60,9,"0.15"
D81030,08,EMIS,70,16,"0.22857142857142856"
D81031,04,TPP,108,0,0
D81031,05,TPP,119,2,"0.01680672268907563"
D81031,06,TPP,124,0,0
D81031,07,TPP,103,1,"0.009708737864077669"
D81031,08,TPP,121,0,0
D81032,04,TPP,25,0,0
D81033,04,TPP,13,0,0
D81033,05,TPP,29,0,0
D81033,06,TPP,38,0,0
D81033,07,TPP,30,0,0
D81033,08,TPP,16,0,0
D81034,04,TPP,37,0,0
D81034,05,TPP,44,1,"0.022727272727272728"
D81034,06,TPP,50,0,0
D81034,07,TPP,65,0,0
D81034,08,TPP,74,0,0
D81035,04,EMIS,36,8,"0.2222222222222222"
D81035,05,EMIS,70,7,"0.1"
D81035,06,EMIS,34,10,"0.29411764705882354"
D81035,07,EMIS,57,6,"0.10526315789473684"
D81035,08,EMIS,45,4,"0.08888888888888889"
D81036,04,TPP,15,0,0
D81036,05,TPP,31,0,0
D81036,06,TPP,29,0,0
D81036,07,TPP,27,0,0
D81036,08,TPP,34,0,0
D81037,04,TPP,55,0,0
D81037,05,TPP,66,0,0
D81037,06,TPP,59,0,0
D81037,07,TPP,50,0,0
D81037,08,TPP,53,0,0
D81038,04,TPP,42,0,0
D81038,05,TPP,38,0,0
D81038,06,TPP,30,0,0
D81038,07,TPP,76,0,0
D81038,08,TPP,47,1,"0.02127659574468085"
D81040,04,TPP,12,0,0
D81040,05,TPP,12,0,0
D81040,06,TPP,13,0,0
D81040,07,TPP,15,0,0
D81040,08,TPP,8,0,0
D81041,04,TPP,46,0,0
D81041,05,TPP,45,0,0
D81041,06,TPP,34,0,0
D81041,07,TPP,29,0,0
D81041,08,TPP,34,0,0
D81042,04,TPP,53,0,0
D81042,05,TPP,69,0,0
D81042,06,TPP,46,0,0
D81042,07,TPP,87,0,0
D81042,08,TPP,98,0,0
D81043,04,TPP,226,0,0
D81043,05,TPP,219,0,0
D81043,06,TPP,197,0,0
D81043,07,TPP,307,0,0
D81043,08,TPP,259,0,0
D81044,04,TPP,165,0,0
D81044,05,TPP,113,0,0
D81044,06,TPP,106,0,0
D81044,07,TPP,150,0,0
D81044,08,TPP,151,0,0
D81045,04,EMIS,54,10,"0.18518518518518517"
D81045,05,EMIS,53,10,"0.18867924528301888"
D81045,06,EMIS,86,11,"0.12790697674418605"
D81045,07,EMIS,81,12,"0.14814814814814814"
D81045,08,EMIS,73,7,"0.0958904109589041"
D81046,04,TPP,121,1,"0.008264462809917356"
D81046,05,TPP,132,1,"0.007575757575757576"
D81046,06,TPP,100,0,0
D81046,07,TPP,114,0,0
D81046,08,TPP,117,1,"0.008547008547008548"
D81047,04,TPP,39,0,0
D81047,05,TPP,50,0,0
D81047,06,TPP,34,0,0
D81047,07,TPP,50,0,0
D81047,08,TPP,52,0,0
D81049,04,TPP,42,0,0
D81049,05,TPP,48,0,0
D81049,06,TPP,69,1,"0.014492753623188406"
D81049,07,TPP,72,0,0
D81049,08,TPP,77,0,0
D81050,04,TPP,104,0,0
D81050,05,TPP,105,0,0
D81050,06,TPP,72,0,0
D81050,07,TPP,101,0,0
D81050,08,TPP,106,0,0
D81051,04,TPP,38,0,0
D81051,05,TPP,31,0,0
D81051,06,TPP,61,0,0
D81051,07,TPP,47,0,0
D81051,08,TPP,33,0,0
D81052,04,TPP,35,1,"0.02857142857142857"
D81052,05,TPP,47,0,0
D81052,06,TPP,48,0,0
D81052,07,TPP,50,0,0
D81052,08,TPP,47,2,"0.0425531914893617"
D81053,04,TPP,89,0,0
D81053,05,TPP,19,0,0
D81054,04,EMIS,169,37,"0.21893491124260356"
D81054,05,EMIS,148,34,"0.22972972972972974"
D81054,06,EMIS,101,22,"0.21782178217821782"
D81054,07,EMIS,153,38,"0.24836601307189543"
D81054,08,EMIS,167,31,"0.18562874251497005"
D81055,04,TPP,42,0,0
D81055,05,TPP,28,0,0
D81055,06,TPP,41,0,0
D81055,07,TPP,39,0,0
D81055,08,TPP,57,0,0
D81056,04,EMIS,123,50,"0.4065040650406504"
D81056,05,EMIS,104,54,"0.5192307692307693"
D81056,06,EMIS,88,36,"0.4090909090909091"
D81056,07,EMIS,103,37,"0.3592233009708738"
D81056,08,EMIS,76,28,"0.3684210526315789"
D81057,04,TPP,79,0,0
D81057,05,TPP,96,0,0
D81057,06,TPP,81,1,"0.012345679012345678"
D81057,07,TPP,100,0,0
D81057,08,TPP,108,1,"0.009259259259259259"
D81058,04,EMIS,54,5,"0.09259259259259259"
D81058,05,EMIS,50,6,"0.12"
D81058,06,EMIS,39,10,"0.2564102564102564"
D81058,07,EMIS,56,10,"0.17857142857142858"
D81058,08,EMIS,49,7,"0.14285714285714285"
D81059,04,TPP,36,0,0
D81059,05,TPP,38,0,0
D81059,06,TPP,60,0,0
D81059,07,TPP,48,0,0
D81059,08,TPP,35,0,0
D81060,04,EMIS,47,8,"0.1702127659574468"
D81060,05,EMIS,49,5,"0.10204081632653061"
D81060,06,EMIS,35,8,"0.22857142857142856"
D81060,07,EMIS,56,12,"0.21428571428571427"
D81060,08,EMIS,50,11,"0.22"
D81061,04,TPP,66,1,"0.015151515151515152"
D81061,05,TPP,62,0,0
D81061,06,TPP,48,0,0
D81061,07,TPP,74,0,0
D81061,08,TPP,70,1,"0.014285714285714285"
D81062,04,EMIS,34,0,0
D81062,05,EMIS,31,0,0
D81062,06,EMIS,31,0,0
D81062,07,EMIS,44,0,0
D81062,08,EMIS,36,0,0
D81064,04,TPP,32,0,0
D81064,05,TPP,24,0,0
D81064,06,TPP,26,0,0
D81064,07,TPP,39,0,0
D81064,08,TPP,24,0,0
D81065,04,TPP,9,0,0
D81065,05,TPP,23,0,0
D81065,06,TPP,23,0,0
D81065,07,TPP,47,0,0
D81065,08,TPP,26,0,0
D81066,04,TPP,26,0,0
D81066,05,TPP,18,0,0
D81066,06,TPP,12,0,0
D81066,07,TPP,23,0,0
D81066,08,TPP,67,0,0
D81070,04,TPP,101,0,0
D81070,05,TPP,97,0,0
D81070,06,TPP,76,0,0
D81070,07,TPP,121,0,0
D81070,08,TPP,112,0,0
D81073,04,TPP,39,0,0
D81073,05,TPP,32,2,"0.0625"
D81073,06,TPP,55,0,0
D81073,07,TPP,40,0,0
D81073,08,TPP,34,0,0
D81078,04,TPP,38,0,0
D81078,05,TPP,28,0,0
D81078,06,TPP,17,0,0
D81078,07,TPP,45,2,"0.044444444444444446"
D81078,08,TPP,36,0,0
D81081,04,EMIS,29,2,"0.06896551724137931"
D81081,05,EMIS,22,4,"0.18181818181818182"
D81081,06,EMIS,34,5,"0.14705882352941177"
D81081,07,EMIS,24,3,"0.125"
D81081,08,EMIS,40,2,"0.05"
D81082,04,TPP,40,0,0
D81082,05,TPP,58,0,0
D81082,06,TPP,76,0,0
D81082,07,TPP,84,0,0
D81082,08,TPP,48,0,0
D81084,04,TPP,81,0,0
D81084,05,TPP,70,0,0
D81084,06,TPP,65,0,0
D81084,07,TPP,100,0,0
D81084,08,TPP,137,0,0
D81085,04,EMIS,53,4,"0.07547169811320754"
D81085,05,EMIS,42,16,"0.38095238095238093"
D81085,06,EMIS,64,10,"0.15625"
D81085,07,EMIS,56,9,"0.16071428571428573"
D81085,08,EMIS,55,5,"0.09090909090909091"
D81086,04,TPP,53,0,0
D81086,05,TPP,78,0,0
D81086,06,TPP,56,0,0
D81086,07,TPP,83,0,0
D81086,08,TPP,73,0,0
D81602,04,TPP,37,0,0
D81602,05,TPP,30,0,0
D81602,06,TPP,24,0,0
D81602,07,TPP,29,0,0
D81602,08,TPP,31,0,0
D81603,04,TPP,60,0,0
D81603,05,TPP,63,0,0
D81603,06,TPP,42,0,0
D81603,07,TPP,59,0,0
D81603,08,TPP,35,0,0
D81606,04,Unknown,67,0,0
D81606,05,Unknown,56,1,"0.017857142857142856"
D81606,06,Unknown,88,0,0
D81606,07,Unknown,87,0,0
D81606,08,Unknown,70,0,0
D81607,04,TPP,19,0,0
D81607,05,TPP,17,0,0
D81607,06,TPP,11,0,0
D81607,07,TPP,15,0,0
D81607,08,TPP,38,0,0
D81611,04,TPP,100,0,0
D81611,05,TPP,94,0,0
D81611,06,TPP,95,0,0
D81611,07,TPP,119,1,"0.008403361344537815"
D81611,08,TPP,113,1,"0.008849557522123894"
D81612,04,EMIS,35,9,"0.2571428571428571"
D81612,05,EMIS,52,11,"0.21153846153846154"
D81612,06,EMIS,35,10,"0.2857142857142857"
D81612,07,EMIS,40,8,"0.2"
D81612,08,EMIS,51,6,"0.11764705882352941"
D81615,04,TPP,71,0,0
D81615,05,TPP,66,0,0
D81615,06,TPP,103,0,0
D81615,07,TPP,103,0,0
D81615,08,TPP,143,0,0
D81618,04,TPP,16,0,0
D81618,05,TPP,34,0,0
D81618,06,TPP,40,0,0
D81618,07,TPP,40,0,0
D81618,08,TPP,21,0,0
D81622,04,TPP,61,0,0
D81622,05,TPP,103,0,0
D81622,06,TPP,79,0,0
D81622,07,TPP,84,0,0
D81622,08,TPP,86,1,"0.011627906976744186"
D81623,04,TPP,45,0,0
D81623,05,TPP,44,0,0
D81623,06,TPP,34,0,0
D81623,07,TPP,55,0,0
D81623,08,TPP,47,0,0
D81624,04,TPP,25,0,0
D81624,05,TPP,29,0,0
D81624,06,TPP,23,0,0
D81624,07,TPP,42,0,0
D81624,08,TPP,39,0,0
D81625,04,TPP,210,1,"0.004761904761904762"
D81625,05,TPP,200,0,0
D81625,06,TPP,191,0,0
D81625,07,TPP,231,0,0
D81625,08,TPP,217,0,0
D81629,04,TPP,16,0,0
D81629,05,TPP,15,0,0
D81629,06,TPP,33,0,0
D81629,07,TPP,7,0,0
D81629,08,TPP,10,0,0
D81630,04,TPP,82,0,0
D81630,05,TPP,104,0,0
D81630,06,TPP,78,0,0
D81630,07,TPP,115,0,0
D81630,08,TPP,127,0,0
D81631,04,TPP,83,0,0
D81631,05,TPP,90,0,0
D81631,06,TPP,71,0,0
D81631,07,TPP,110,0,0
D81631,08,TPP,99,0,0
D81633,04,TPP,48,0,0
D81633,05,TPP,103,0,0
D81633,06,TPP,102,0,0
D81633,07,TPP,87,0,0
D81633,08,TPP,72,0,0
D81637,04,TPP,105,0,0
D81637,05,TPP,96,0,0
D81637,06,TPP,96,0,0
D81637,07,TPP,120,1,"0.008333333333333333"
D81637,08,TPP,118,0,0
D81645,04,TPP,25,0,0
D81645,05,TPP,21,0,0
D81645,06,TPP,20,0,0
D81645,07,TPP,20,0,0
D81645,08,TPP,19,0,0
D82001,04,EMIS,83,20,"0.24096385542168675"
D82001,05,EMIS,65,8,"0.12307692307692308"
D82001,06,EMIS,74,10,"0.13513513513513514"
D82001,07,EMIS,86,8,"0.09302325581395349"
D82001,08,EMIS,91,5,"0.054945054945054944"
D82002,04,TPP,78,0,0
D82002,05,TPP,72,0,0
D82002,06,TPP,92,0,0
D82002,07,TPP,78,1,"0.01282051282051282"
D82002,08,TPP,70,0,0
D82003,04,TPP,126,1,"0.007936507936507936"
D82003,05,TPP,141,0,0
D82003,06,TPP,97,0,0
D82003,07,TPP,113,0,0
D82003,08,TPP,135,0,0
D82004,04,TPP,63,0,0
D82004,05,TPP,52,0,0
D82004,06,TPP,62,0,0
D82004,07,TPP,70,0,0
D82004,08,TPP,70,0,0
D82005,04,TPP,39,0,0
D82005,05,TPP,29,0,0
D82005,06,TPP,53,0,0
D82005,07,TPP,42,0,0
D82005,08,TPP,59,0,0
D82006,04,EMIS,48,6,"0.125"
D82006,05,EMIS,52,3,"0.057692307692307696"
D82006,06,EMIS,54,7,"0.12962962962962962"
D82006,07,EMIS,69,15,"0.21739130434782608"
D82006,08,EMIS,59,4,"0.06779661016949153"
D82007,04,TPP,150,0,0
D82007,05,TPP,116,0,0
D82007,06,TPP,138,0,0
D82007,07,TPP,158,0,0
D82007,08,TPP,136,0,0
D82008,04,TPP,131,0,0
D82008,05,TPP,161,0,0
D82008,06,TPP,132,0,0
D82008,07,TPP,130,0,0
D82008,08,TPP,143,0,0
D82009,04,TPP,37,1,"0.02702702702702703"
D82009,05,TPP,30,0,0
D82009,06,TPP,54,0,0
D82009,07,TPP,43,0,0
D82009,08,TPP,49,0,0
D82010,04,TPP,22,0,0
D82010,05,TPP,22,0,0
D82010,06,TPP,39,0,0
D82010,07,TPP,40,0,0
D82010,08,TPP,40,0,0
D82011,04,TPP,128,1,"0.0078125"
